application_id,submission_date,decision_date,applicant_country,visa_type,processing_office,submission_month,submission_year,season,processing_time_days,submission_dayofweek,is_peak_month,quarter,target_days
VISA-0005178,1657152000000000000,2022-08-18,Philippines,Tourist,Ottawa,7,2022,Summer,42,3,1,Q3,42
VISA-0005179,1749254400000000000,2025-07-08,Bangladesh,Tourist,Paris,6,2025,Summer,31,5,1,Q2,31
VISA-0005180,1754697600000000000,2025-09-07,Australia,Tourist,Ottawa,8,2025,Summer,29,5,1,Q3,29
VISA-0005181,1738627200000000000,2025-03-29,Mexico,Student,New Delhi,2,2025,Winter,53,1,0,Q1,53
VISA-0005182,1692662400000000000,2023-10-27,Canada,Work,London,8,2023,Summer,66,1,1,Q3,66
VISA-0005183,1687132800000000000,2023-07-25,Philippines,Business,London,6,2023,Summer,36,0,1,Q2,36
VISA-0005184,1658534400000000000,2022-09-12,China,Unknown,Dubai,7,2022,Summer,51,5,1,Q3,51
VISA-0005185,1731283200000000000,2025-01-02,France,Work,Berlin,11,2024,Autumn,52,0,0,Q4,52
VISA-0005186,1623024000000000000,2021-07-29,Kenya,Business,Dubai,6,2021,Summer,52,0,1,Q2,52
VISA-0005187,1652140800000000000,2022-06-21,Bangladesh,Tourist,Ottawa,5,2022,Spring,42,1,0,Q2,42
VISA-0005188,1630713600000000000,2021-10-07,Kenya,Tourist,Sydney,9,2021,Autumn,33,5,0,Q3,33
VISA-0005189,1687392000000000000,2023-08-03,India,Tourist,Mumbai,6,2023,Summer,42,3,1,Q2,42
VISA-0005190,1656720000000000000,2022-08-17,Bangladesh,Tourist,Mumbai,7,2022,Summer,46,5,1,Q3,46
VISA-0005191,1640563200000000000,2022-02-21,Philippines,Dependent,Dubai,12,2021,Winter,56,0,1,Q4,56
VISA-0005192,1668729600000000000,2023-01-13,Mexico,Student,Singapore,11,2022,Autumn,56,4,0,Q4,56
VISA-0005193,1745193600000000000,2025-05-31,Brazil,Student,Sydney,4,2025,Spring,40,0,0,Q2,40
VISA-0005194,1697414400000000000,2023-11-28,Pakistan,Business,New Delhi,10,2023,Autumn,43,0,0,Q4,43
VISA-0005195,1739232000000000000,2025-04-14,Bangladesh,Student,Johannesburg,2,2025,Winter,62,1,0,Q1,62
VISA-0005196,1753488000000000000,2025-09-20,Canada,Work,London,7,2025,Summer,56,5,1,Q3,56
VISA-0005197,1751673600000000000,2025-08-02,Bangladesh,Tourist,Paris,7,2025,Summer,28,5,1,Q3,28
VISA-0005198,1664755200000000000,2022-11-17,Australia,Student,Singapore,10,2022,Autumn,45,0,0,Q4,45
VISA-0005199,1747785600000000000,2025-06-19,India,Tourist,Johannesburg,5,2025,Spring,29,2,0,Q2,29
VISA-0005200,1752796800000000000,2025-08-09,Australia,Tourist,Unknown,7,2025,Summer,22,4,1,Q3,22
VISA-0005201,1760745600000000000,2025-11-23,Bangladesh,Tourist,Chennai,10,2025,Autumn,36,5,0,Q4,36
VISA-0005202,1664755200000000000,2022-11-13,Brazil,Business,Berlin,10,2022,Autumn,41,0,0,Q4,41
VISA-0005203,1645401600000000000,2022-04-24,Germany,Work,Paris,2,2022,Winter,62,0,0,Q1,62
VISA-0005204,1701561600000000000,2023-12-31,Bangladesh,Business,Singapore,12,2023,Winter,28,6,1,Q4,28
VISA-0005205,1756339200000000000,2025-10-06,Germany,Tourist,Dubai,8,2025,Summer,39,3,1,Q3,39
VISA-0005206,1751414400000000000,2025-07-20,China,Transit,Mumbai,7,2025,Summer,18,2,1,Q3,18
VISA-0005207,1699488000000000000,2023-12-18,India,Tourist,Berlin,11,2023,Autumn,39,3,0,Q4,39
VISA-0005208,1632960000000000000,2021-11-16,Bangladesh,Business,Berlin,9,2021,Autumn,47,3,0,Q3,47
VISA-0005209,1676073600000000000,2023-03-22,Brazil,Business,Sydney,2,2023,Winter,39,5,0,Q1,39
VISA-0005210,1722038400000000000,2024-09-29,Mexico,Work,Berlin,7,2024,Summer,64,5,1,Q3,64
VISA-0005211,1697760000000000000,2023-12-16,Nigeria,Student,Chennai,10,2023,Autumn,57,4,0,Q4,57
VISA-0005212,1663891200000000000,2022-11-02,Germany,Business,Paris,9,2022,Autumn,40,4,0,Q3,40
VISA-0005213,1663459200000000000,2022-11-28,Canada,Business,New Delhi,9,2022,Autumn,71,6,0,Q3,71
VISA-0005214,1618876800000000000,2021-05-29,Kenya,Tourist,Singapore,4,2021,Spring,39,1,0,Q2,39
VISA-0005215,1654905600000000000,2022-07-18,Nigeria,Business,Singapore,6,2022,Summer,37,5,1,Q2,37
VISA-0005216,1714953600000000000,2024-06-01,Canada,Tourist,Berlin,5,2024,Spring,26,0,0,Q2,26
VISA-0005217,1647475200000000000,2022-05-10,India,Student,Paris,3,2022,Spring,54,3,0,Q1,54
VISA-0005218,1766016000000000000,2026-02-25,Australia,Work,Johannesburg,12,2025,Winter,69,3,1,Q4,69
VISA-0005219,1622419200000000000,2021-07-13,China,Business,Mumbai,5,2021,Spring,43,0,0,Q2,43
VISA-0005220,1702252800000000000,2024-02-04,Nigeria,Student,Sydney,12,2023,Winter,55,0,1,Q4,55
VISA-0005221,1687737600000000000,2023-08-07,UK,Tourist,Berlin,6,2023,Summer,42,0,1,Q2,42
VISA-0005222,1740787200000000000,2025-04-15,Pakistan,Student,Johannesburg,3,2025,Spring,45,5,0,Q1,45
VISA-0005223,1749427200000000000,2025-07-14,Mexico,Tourist,Paris,6,2025,Summer,35,0,1,Q2,35
VISA-0005224,1695081600000000000,2023-11-11,China,Unknown,Dubai,9,2023,Autumn,53,1,0,Q3,53
VISA-0005225,1708819200000000000,2024-05-27,UK,Student,Dubai,2,2024,Winter,92,6,0,Q1,92
VISA-0005226,1719619200000000000,2024-08-05,Philippines,Business,Mumbai,6,2024,Summer,37,5,1,Q2,37
VISA-0005227,1691539200000000000,2023-09-24,India,Tourist,London,8,2023,Summer,46,2,1,Q3,46
VISA-0005228,1638576000000000000,2022-02-05,Canada,Tourist,Ottawa,12,2021,Winter,63,5,1,Q4,63
VISA-0005229,1677024000000000000,2023-04-11,Pakistan,Student,Singapore,2,2023,Winter,48,2,0,Q1,48
VISA-0005230,1647475200000000000,2022-04-22,Canada,Tourist,Singapore,3,2022,Spring,36,3,0,Q1,36
VISA-0005231,1682640000000000000,2023-05-23,Nigeria,Tourist,Berlin,4,2023,Spring,25,4,0,Q2,25
VISA-0005232,1706400000000000000,2024-03-18,China,Unknown,Mumbai,1,2024,Winter,50,6,0,Q1,50
VISA-0005233,1642377600000000000,2022-03-06,France,Student,Berlin,1,2022,Winter,48,0,0,Q1,48
VISA-0005234,1648771200000000000,2022-04-29,Bangladesh,Tourist,Sydney,4,2022,Spring,28,4,0,Q2,28
VISA-0005235,1739145600000000000,2025-04-12,Germany,Work,Berlin,2,2025,Winter,61,0,0,Q1,61
VISA-0005236,1668988800000000000,2023-01-05,India,Dependent,Ottawa,11,2022,Autumn,45,0,0,Q4,45
VISA-0005237,1640736000000000000,2022-04-24,Nigeria,Student,Berlin,12,2021,Winter,116,2,1,Q4,116
VISA-0005238,1721865600000000000,2024-08-24,Mexico,Tourist,Chennai,7,2024,Summer,30,3,1,Q3,30
VISA-0005239,1722384000000000000,2024-09-08,Bangladesh,Tourist,Mumbai,7,2024,Summer,39,2,1,Q3,39
VISA-0005240,1739664000000000000,2025-03-20,France,Tourist,Chennai,2,2025,Winter,32,6,0,Q1,32
VISA-0005241,1729209600000000000,2024-12-17,Mexico,Work,Johannesburg,10,2024,Autumn,60,4,0,Q4,60
VISA-0005242,1765843200000000000,2026-02-24,Germany,Work,New Delhi,12,2025,Winter,70,1,1,Q4,70
VISA-0005243,1700092800000000000,2023-12-20,Bangladesh,Tourist,London,11,2023,Autumn,34,3,0,Q4,34
VISA-0005244,1654646400000000000,2022-07-06,France,Tourist,London,6,2022,Summer,28,2,1,Q2,28
VISA-0005245,1745452800000000000,2025-05-25,China,Tourist,Singapore,4,2025,Spring,31,3,0,Q2,31
VISA-0005246,1651190400000000000,2022-06-01,Kenya,Tourist,London,4,2022,Spring,33,4,0,Q2,33
VISA-0005247,1655337600000000000,2022-07-21,Philippines,Transit,Singapore,6,2022,Summer,35,3,1,Q2,35
VISA-0005248,1740096000000000000,2025-04-16,Mexico,Tourist,Johannesburg,2,2025,Winter,54,4,0,Q1,54
VISA-0005249,1748390400000000000,2025-06-16,Canada,Tourist,Berlin,5,2025,Spring,19,2,0,Q2,19
VISA-0005250,1662940800000000000,2022-11-18,Kenya,Student,London,9,2022,Autumn,67,0,0,Q3,67
VISA-0005251,1724457600000000000,2024-10-02,Australia,Tourist,Dubai,8,2024,Summer,39,5,1,Q3,39
VISA-0005252,1754870400000000000,2025-09-24,China,Tourist,Berlin,8,2025,Summer,44,0,1,Q3,44
VISA-0005253,1735344000000000000,2025-02-20,Philippines,Student,Mumbai,12,2024,Winter,54,5,1,Q4,54
VISA-0005254,1610236800000000000,2021-02-13,Germany,Tourist,Singapore,1,2021,Winter,34,6,0,Q1,34
VISA-0005255,1714176000000000000,2024-05-10,Bangladesh,Tourist,Ottawa,4,2024,Spring,13,5,0,Q2,13
VISA-0005256,1636243200000000000,2022-01-03,Canada,Work,Singapore,11,2021,Autumn,57,6,0,Q4,57
VISA-0005257,1742860800000000000,2025-05-11,Nigeria,Student,Dubai,3,2025,Spring,47,1,0,Q1,47
VISA-0005258,1620000000000000000,2021-06-10,Nigeria,Tourist,Singapore,5,2021,Spring,38,0,0,Q2,38
VISA-0005259,1766016000000000000,2026-02-11,Brazil,Dependent,New Delhi,12,2025,Winter,55,3,1,Q4,55
VISA-0005260,1637366400000000000,2022-01-03,Kenya,Tourist,New Delhi,11,2021,Autumn,44,5,0,Q4,44
VISA-0005261,1675641600000000000,2023-02-15,Canada,Transit,Mumbai,2,2023,Winter,9,0,0,Q1,9
VISA-0005262,1646352000000000000,2022-04-12,UK,Dependent,Singapore,3,2022,Spring,39,4,0,Q1,39
VISA-0005263,1737763200000000000,2025-03-13,Australia,Student,Johannesburg,1,2025,Winter,47,5,0,Q1,47
VISA-0005264,1671494400000000000,2023-01-23,France,Tourist,Johannesburg,12,2022,Winter,34,1,1,Q4,34
VISA-0005265,1726790400000000000,2024-10-26,France,Dependent,London,9,2024,Autumn,36,4,0,Q3,36
VISA-0005266,1620000000000000000,2021-06-26,Canada,Student,Chennai,5,2021,Spring,54,0,0,Q2,54
VISA-0005267,1680825600000000000,2023-05-09,China,Tourist,London,4,2023,Spring,32,4,0,Q2,32
VISA-0005268,1753056000000000000,2025-09-06,Germany,Work,Paris,7,2025,Summer,47,0,1,Q3,47
VISA-0005269,1755561600000000000,2025-10-13,Germany,Student,Chennai,8,2025,Summer,55,1,1,Q3,55
VISA-0005270,1642291200000000000,2022-03-16,Germany,Dependent,Dubai,1,2022,Winter,59,6,0,Q1,59
VISA-0005271,1671580800000000000,2023-02-09,Nigeria,Business,Berlin,12,2022,Winter,50,2,1,Q4,50
VISA-0005272,1673913600000000000,2023-03-11,Pakistan,Dependent,London,1,2023,Winter,53,1,0,Q1,53
VISA-0005273,1698537600000000000,2023-12-06,India,Business,Sydney,10,2023,Autumn,38,6,0,Q4,38
VISA-0005274,1694131200000000000,2023-11-12,Brazil,Work,Berlin,9,2023,Autumn,65,4,0,Q3,65
VISA-0005275,1626134400000000000,2021-09-19,Pakistan,Student,Paris,7,2021,Summer,68,1,1,Q3,68
VISA-0005276,1729641600000000000,2024-11-10,China,Transit,Chennai,10,2024,Autumn,18,2,0,Q4,18
VISA-0005277,1645056000000000000,2022-03-23,China,Transit,Sydney,2,2022,Winter,34,3,0,Q1,34
VISA-0005278,1659052800000000000,2022-09-19,India,Dependent,Mumbai,7,2022,Summer,52,4,1,Q3,52
VISA-0005279,1741996800000000000,2025-04-14,Canada,Business,New Delhi,3,2025,Spring,30,5,0,Q1,30
VISA-0005280,1718150400000000000,2024-08-19,Kenya,Work,Berlin,6,2024,Summer,68,2,1,Q2,68
VISA-0005281,1671926400000000000,2023-02-05,UK,Tourist,Sydney,12,2022,Winter,42,6,1,Q4,42
VISA-0005282,1753315200000000000,2025-10-02,Kenya,Dependent,Chennai,7,2025,Summer,70,3,1,Q3,70
VISA-0005283,1671580800000000000,2023-02-11,Mexico,Tourist,New Delhi,12,2022,Winter,52,2,1,Q4,52
VISA-0005284,1698624000000000000,2023-11-26,Bangladesh,Tourist,Johannesburg,10,2023,Autumn,27,0,0,Q4,27
VISA-0005285,1648166400000000000,2022-05-06,Australia,Student,Singapore,3,2022,Spring,42,4,0,Q1,42
VISA-0005286,1638316800000000000,2022-02-09,Brazil,Work,Johannesburg,12,2021,Winter,70,2,1,Q4,70
VISA-0005287,1686960000000000000,2023-09-02,UK,Work,Mumbai,6,2023,Summer,77,5,1,Q2,77
VISA-0005288,1698192000000000000,2023-12-11,UK,Tourist,New Delhi,10,2023,Autumn,47,2,0,Q4,47
VISA-0005289,1736467200000000000,2025-02-09,France,Unknown,Chennai,1,2025,Winter,30,4,0,Q1,30
VISA-0005290,1671062400000000000,2023-02-01,Kenya,Tourist,Mumbai,12,2022,Winter,48,3,1,Q4,48
VISA-0005291,1750550400000000000,2025-07-31,Bangladesh,Tourist,Sydney,6,2025,Summer,39,6,1,Q2,39
VISA-0005292,1705190400000000000,2024-02-21,Bangladesh,Tourist,Berlin,1,2024,Winter,38,6,0,Q1,38
VISA-0005293,1620432000000000000,2021-07-07,Australia,Work,Chennai,5,2021,Spring,60,5,0,Q2,60
VISA-0005294,1725926400000000000,2024-10-10,UK,Tourist,Ottawa,9,2024,Autumn,30,1,0,Q3,30
VISA-0005295,1700092800000000000,2024-01-04,Unknown,Student,Sydney,11,2023,Autumn,49,3,0,Q4,49
VISA-0005296,1670803200000000000,2023-01-29,Bangladesh,Tourist,London,12,2022,Winter,48,0,1,Q4,48
VISA-0005297,1683072000000000000,2023-06-25,Pakistan,Student,Sydney,5,2023,Spring,53,2,0,Q2,53
VISA-0005298,1656979200000000000,2022-09-01,Unknown,Dependent,Dubai,7,2022,Summer,58,1,1,Q3,58
VISA-0005299,1706313600000000000,2024-03-02,Pakistan,Tourist,Johannesburg,1,2024,Winter,35,5,0,Q1,35
VISA-0005300,1698796800000000000,2023-12-17,Bangladesh,Tourist,London,11,2023,Autumn,46,2,0,Q4,46
VISA-0005301,1679961600000000000,2023-05-28,Australia,Work,New Delhi,3,2023,Spring,61,1,0,Q1,61
VISA-0005302,1654387200000000000,2022-07-19,Bangladesh,Tourist,Singapore,6,2022,Summer,44,6,1,Q2,44
VISA-0005303,1672272000000000000,2023-02-15,Canada,Business,Dubai,12,2022,Winter,48,3,1,Q4,48
VISA-0005304,1687910400000000000,2023-07-22,Kenya,Transit,Sydney,6,2023,Summer,24,2,1,Q2,24
VISA-0005305,1683849600000000000,2023-07-20,Bangladesh,Work,Berlin,5,2023,Spring,69,4,0,Q2,69
VISA-0005306,1658188800000000000,2022-08-06,Brazil,Transit,Johannesburg,7,2022,Summer,18,1,1,Q3,18
VISA-0005307,1701216000000000000,2024-01-19,Germany,Student,Mumbai,11,2023,Autumn,51,2,0,Q4,51
VISA-0005308,1645142400000000000,2022-04-15,Nigeria,Student,Singapore,2,2022,Winter,56,4,0,Q1,56
VISA-0005309,1688428800000000000,2023-08-15,Nigeria,Tourist,Berlin,7,2023,Summer,42,1,1,Q3,42
VISA-0005310,1628553600000000000,2021-09-19,France,Tourist,Dubai,8,2021,Summer,40,1,1,Q3,40
VISA-0005311,1683849600000000000,2023-06-07,Australia,Tourist,Unknown,5,2023,Spring,26,4,0,Q2,26
VISA-0005312,1733011200000000000,2025-02-05,Pakistan,Student,London,12,2024,Winter,66,6,1,Q4,66
VISA-0005313,1738368000000000000,2025-03-29,Nigeria,Student,Paris,2,2025,Winter,56,5,0,Q1,56
VISA-0005314,1718928000000000000,2024-07-25,Australia,Tourist,Dubai,6,2024,Summer,34,4,1,Q2,34
VISA-0005315,1726963200000000000,2024-11-09,Canada,Work,Johannesburg,9,2024,Autumn,48,6,0,Q3,48
VISA-0005316,1619827200000000000,2021-05-25,Germany,Tourist,Sydney,5,2021,Spring,24,5,0,Q2,24
VISA-0005317,1663286400000000000,2022-10-17,Bangladesh,Tourist,Berlin,9,2022,Autumn,31,4,0,Q3,31
VISA-0005318,1712620800000000000,2024-05-09,France,Tourist,Sydney,4,2024,Spring,30,1,0,Q2,30
VISA-0005319,1735689600000000000,2025-03-13,Nigeria,Work,Ottawa,1,2025,Winter,71,2,0,Q1,71
VISA-0005320,1701302400000000000,2024-01-09,France,Student,Ottawa,11,2023,Autumn,40,3,0,Q4,40
VISA-0005321,1743984000000000000,2025-05-08,India,Business,Unknown,4,2025,Spring,31,0,0,Q2,31
VISA-0005322,1652486400000000000,2022-06-07,Germany,Tourist,Singapore,5,2022,Spring,24,5,0,Q2,24
VISA-0005323,1633651200000000000,2021-11-26,India,Student,Chennai,10,2021,Autumn,49,4,0,Q4,49
VISA-0005324,1623024000000000000,2021-07-03,Bangladesh,Transit,Singapore,6,2021,Summer,26,0,1,Q2,26
VISA-0005325,1701302400000000000,2023-12-24,Canada,Tourist,Dubai,11,2023,Autumn,24,3,0,Q4,24
VISA-0005326,1714262400000000000,2024-06-19,Kenya,Student,Mumbai,4,2024,Spring,52,6,0,Q2,52
VISA-0005327,1654387200000000000,2022-07-09,Germany,Tourist,Paris,6,2022,Summer,34,6,1,Q2,34
VISA-0005328,1733011200000000000,2025-01-01,China,Tourist,Mumbai,12,2024,Winter,31,6,1,Q4,31
VISA-0005329,1725926400000000000,2024-10-19,Australia,Student,Singapore,9,2024,Autumn,39,1,0,Q3,39
VISA-0005330,1666224000000000000,2022-11-21,Mexico,Tourist,Ottawa,10,2022,Autumn,32,3,0,Q4,32
VISA-0005331,1647043200000000000,2022-05-11,Pakistan,Student,Johannesburg,3,2022,Spring,60,5,0,Q1,60
VISA-0005332,1726444800000000000,2024-10-27,China,Dependent,Sydney,9,2024,Autumn,41,0,0,Q3,41
VISA-0005333,1715299200000000000,2024-06-12,China,Tourist,New Delhi,5,2024,Spring,33,4,0,Q2,33
VISA-0005334,1636329600000000000,2021-12-04,Mexico,Tourist,Paris,11,2021,Autumn,26,0,0,Q4,26
VISA-0005335,1649635200000000000,2022-05-23,Pakistan,Business,Berlin,4,2022,Spring,42,0,0,Q2,42
VISA-0005336,1686009600000000000,2023-08-08,Pakistan,Student,London,6,2023,Summer,63,1,1,Q2,63
VISA-0005337,1689984000000000000,2023-09-04,France,Dependent,Chennai,7,2023,Summer,44,5,1,Q3,44
VISA-0005338,1635552000000000000,2021-12-03,Canada,Tourist,Singapore,10,2021,Autumn,34,5,0,Q4,34
VISA-0005339,1759017600000000000,2025-11-25,Germany,Work,Unknown,9,2025,Autumn,58,6,0,Q3,58
VISA-0005340,1670716800000000000,2023-02-11,India,Dependent,London,12,2022,Winter,62,6,1,Q4,62
VISA-0005341,1669507200000000000,2022-12-27,Brazil,Tourist,Berlin,11,2022,Autumn,30,6,0,Q4,30
VISA-0005342,1618963200000000000,2021-06-04,Canada,Business,Chennai,4,2021,Spring,44,2,0,Q2,44
VISA-0005343,1747526400000000000,2025-07-21,China,Work,Mumbai,5,2025,Spring,64,6,0,Q2,64
VISA-0005344,1646524800000000000,2022-06-22,Bangladesh,Business,Berlin,3,2022,Spring,108,6,0,Q1,108
VISA-0005345,1765065600000000000,2026-01-09,Australia,Tourist,Singapore,12,2025,Winter,33,6,1,Q4,33
VISA-0005346,1687651200000000000,2023-08-21,UK,Student,Unknown,6,2023,Summer,57,6,1,Q2,57
VISA-0005347,1747353600000000000,2025-06-09,France,Tourist,Sydney,5,2025,Spring,24,4,0,Q2,24
VISA-0005348,1637625600000000000,2021-12-30,Bangladesh,Transit,Mumbai,11,2021,Autumn,37,1,0,Q4,37
VISA-0005349,1635552000000000000,2021-12-14,India,Tourist,Sydney,10,2021,Autumn,45,5,0,Q4,45
VISA-0005350,1735776000000000000,2025-02-04,Brazil,Tourist,Berlin,1,2025,Winter,33,3,0,Q1,33
VISA-0005351,1738627200000000000,2025-03-11,France,Dependent,Johannesburg,2,2025,Winter,35,1,0,Q1,35
VISA-0005352,1695081600000000000,2023-10-26,India,Tourist,Mumbai,9,2023,Autumn,37,1,0,Q3,37
VISA-0005353,1614470400000000000,2021-05-11,China,Work,Berlin,2,2021,Winter,72,6,0,Q1,72
VISA-0005354,1758240000000000000,2025-10-12,France,Tourist,Sydney,9,2025,Autumn,23,4,0,Q3,23
VISA-0005355,1671408000000000000,2023-02-28,India,Work,Dubai,12,2022,Winter,71,0,1,Q4,71
VISA-0005356,1757030400000000000,2025-10-02,Kenya,Tourist,Mumbai,9,2025,Autumn,27,4,0,Q3,27
VISA-0005357,1746748800000000000,2025-06-30,Germany,Student,New Delhi,5,2025,Spring,52,4,0,Q2,52
VISA-0005358,1743638400000000000,2025-05-24,UK,Student,Dubai,4,2025,Spring,51,3,0,Q2,51
VISA-0005359,1717977600000000000,2024-07-23,Pakistan,Tourist,Chennai,6,2024,Summer,43,0,1,Q2,43
VISA-0005360,1715558400000000000,2024-06-24,China,Tourist,Dubai,5,2024,Spring,42,0,0,Q2,42
VISA-0005361,1693440000000000000,2023-10-24,Nigeria,Tourist,New Delhi,8,2023,Summer,54,3,1,Q3,54
VISA-0005362,1613347200000000000,2021-04-23,France,Work,Paris,2,2021,Winter,67,0,0,Q1,67
VISA-0005363,1670544000000000000,2023-01-21,Australia,Tourist,London,12,2022,Winter,43,4,1,Q4,43
VISA-0005364,1724630400000000000,2024-09-26,Philippines,Tourist,Ottawa,8,2024,Summer,31,0,1,Q3,31
VISA-0005365,1737504000000000000,2025-02-27,France,Tourist,London,1,2025,Winter,36,2,0,Q1,36
VISA-0005366,1697673600000000000,2023-11-26,Germany,Student,Ottawa,10,2023,Autumn,38,3,0,Q4,38
VISA-0005367,1721260800000000000,2024-09-10,India,Work,Sydney,7,2024,Summer,54,3,1,Q3,54
VISA-0005368,1612828800000000000,2021-04-05,Bangladesh,Student,Berlin,2,2021,Winter,55,1,0,Q1,55
VISA-0005369,1683244800000000000,2023-06-22,Bangladesh,Dependent,Berlin,5,2023,Spring,48,4,0,Q2,48
VISA-0005370,1689465600000000000,2023-09-29,Pakistan,Work,Johannesburg,7,2023,Summer,75,6,1,Q3,75
VISA-0005371,1750118400000000000,2025-07-24,Germany,Dependent,Mumbai,6,2025,Summer,37,1,1,Q2,37
VISA-0005372,1658448000000000000,2022-09-02,Australia,Business,Singapore,7,2022,Summer,42,4,1,Q3,42
VISA-0005373,1645660800000000000,2022-04-13,Pakistan,Tourist,Dubai,2,2022,Winter,48,3,0,Q1,48
VISA-0005374,1665014400000000000,2022-10-16,Brazil,Transit,London,10,2022,Autumn,10,3,0,Q4,10
VISA-0005375,1636243200000000000,2021-12-24,Kenya,Business,Johannesburg,11,2021,Autumn,47,6,0,Q4,47
VISA-0005376,1697500800000000000,2023-12-18,Kenya,Work,Berlin,10,2023,Autumn,62,1,0,Q4,62
VISA-0005377,1710806400000000000,2024-04-17,UK,Tourist,Chennai,3,2024,Spring,29,1,0,Q1,29
VISA-0005378,1735776000000000000,2025-02-18,Bangladesh,Tourist,Mumbai,1,2025,Winter,47,3,0,Q1,47
VISA-0005379,1762646400000000000,2026-01-09,China,Work,Berlin,11,2025,Autumn,61,6,0,Q4,61
VISA-0005380,1621036800000000000,2021-07-08,Nigeria,Student,Paris,5,2021,Spring,54,5,0,Q2,54
VISA-0005381,1648425600000000000,2022-05-24,Canada,Work,New Delhi,3,2022,Spring,57,0,0,Q1,57
VISA-0005382,1656806400000000000,2022-09-23,Pakistan,Student,Dubai,7,2022,Summer,82,6,1,Q3,82
VISA-0005383,1648771200000000000,2022-05-17,France,Student,Sydney,4,2022,Spring,46,4,0,Q2,46
VISA-0005384,1739836800000000000,2025-04-01,Mexico,Tourist,Johannesburg,2,2025,Winter,42,1,0,Q1,42
VISA-0005385,1631404800000000000,2021-10-15,Kenya,Tourist,Paris,9,2021,Autumn,33,6,0,Q3,33
VISA-0005386,1614124800000000000,2021-04-01,China,Tourist,Johannesburg,2,2021,Winter,36,2,0,Q1,36
VISA-0005387,1745107200000000000,2025-05-26,China,Business,New Delhi,4,2025,Spring,36,6,0,Q2,36
VISA-0005388,1761004800000000000,2025-12-08,Kenya,Work,Paris,10,2025,Autumn,48,1,0,Q4,48
VISA-0005389,1645142400000000000,2022-04-14,China,Dependent,London,2,2022,Winter,55,4,0,Q1,55
VISA-0005390,1661904000000000000,2022-10-25,Germany,Business,Dubai,8,2022,Summer,55,2,1,Q3,55
VISA-0005391,1688774400000000000,2023-08-21,Germany,Business,Singapore,7,2023,Summer,44,5,1,Q3,44
VISA-0005392,1692316800000000000,2023-10-09,Brazil,Student,Singapore,8,2023,Summer,52,4,1,Q3,52
VISA-0005393,1765670400000000000,2026-01-21,India,Business,Chennai,12,2025,Winter,38,6,1,Q4,38
VISA-0005394,1673136000000000000,2023-03-02,Brazil,Dependent,Chennai,1,2023,Winter,53,6,0,Q1,53
VISA-0005395,1611360000000000000,2021-03-09,India,Business,Berlin,1,2021,Winter,45,5,0,Q1,45
VISA-0005396,1676073600000000000,2023-03-15,UK,Tourist,Singapore,2,2023,Winter,32,5,0,Q1,32
VISA-0005397,1697155200000000000,2023-12-02,Australia,Work,Dubai,10,2023,Autumn,50,4,0,Q4,50
VISA-0005398,1690934400000000000,2023-09-06,Kenya,Tourist,New Delhi,8,2023,Summer,35,2,1,Q3,35
VISA-0005399,1690156800000000000,2023-08-22,France,Tourist,Mumbai,7,2023,Summer,29,0,1,Q3,29
VISA-0005400,1754870400000000000,2025-10-08,Germany,Work,Paris,8,2025,Summer,58,0,1,Q3,58
VISA-0005401,1736726400000000000,2025-03-04,Australia,Dependent,Paris,1,2025,Winter,50,0,0,Q1,50
VISA-0005402,1649116800000000000,2022-04-26,Germany,Tourist,Singapore,4,2022,Spring,21,1,0,Q2,21
VISA-0005403,1665446400000000000,2022-11-08,Unknown,Tourist,Sydney,10,2022,Autumn,28,1,0,Q4,28
VISA-0005404,1714694400000000000,2024-06-09,Kenya,Dependent,Ottawa,5,2024,Spring,37,4,0,Q2,37
VISA-0005405,1674086400000000000,2023-02-22,Brazil,Tourist,Mumbai,1,2023,Winter,34,3,0,Q1,34
VISA-0005406,1676937600000000000,2023-04-10,Nigeria,Tourist,Paris,2,2023,Winter,48,1,0,Q1,48
VISA-0005407,1635897600000000000,2021-12-10,Australia,Business,Johannesburg,11,2021,Autumn,37,2,0,Q4,37
VISA-0005408,1649548800000000000,2022-06-05,Brazil,Dependent,New Delhi,4,2022,Spring,56,6,0,Q2,56
VISA-0005409,1726185600000000000,2024-10-25,Brazil,Student,Sydney,9,2024,Autumn,42,4,0,Q3,42
VISA-0005410,1742342400000000000,2025-04-30,Canada,Student,London,3,2025,Spring,42,2,0,Q1,42
VISA-0005411,1733184000000000000,2025-01-02,Mexico,Tourist,Paris,12,2024,Winter,30,1,1,Q4,30
VISA-0005412,1630972800000000000,2021-10-30,Bangladesh,Tourist,Paris,9,2021,Autumn,53,1,0,Q3,53
VISA-0005413,1634601600000000000,2021-11-22,Australia,Business,Chennai,10,2021,Autumn,34,1,0,Q4,34
VISA-0005414,1671494400000000000,2023-02-23,China,Dependent,Johannesburg,12,2022,Winter,65,1,1,Q4,65
VISA-0005415,1691020800000000000,2023-08-30,UK,Tourist,Mumbai,8,2023,Summer,27,3,1,Q3,27
VISA-0005416,1750204800000000000,2025-07-19,Germany,Tourist,Paris,6,2025,Summer,31,2,1,Q2,31
VISA-0005417,1751155200000000000,2025-07-20,Australia,Tourist,Paris,6,2025,Summer,21,6,1,Q2,21
VISA-0005418,1609804800000000000,2021-02-16,Germany,Tourist,Mumbai,1,2021,Winter,42,1,0,Q1,42
