case_year	case_status	emp_name	emp_city	emp_state	emp_zip	emp_country	job_title	soc_code	soc_name	full_time_position	prevailing_wage	pw_unit	pw_level	wage_from	wage_to	wage_unit	work_city	work_state	emp_h1b_dependent	emp_willful_violator	lat	lng	processing_time
2011	C	PIONEER TECHNOLOGIES, INC.	IRVING	TX	75063		SYSTEMS ANALYST	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	51854	Y		52000		Y	IRVING	TX			32.81402	-96.94889	6
2016	C	EDGE MANUFACTURING, INC.	PEVELY	MO	63070	USA	ELECTRICAL ENGINEER	17-2071	ELECTRICAL ENGINEERS		84822	Y		89115.6	0	Y	PEVELY	MO	N	N	38.283386	-90.39512	6
2015	D	WESTERN PNEUMATICS, INC.	EUGENE	OR	97402	USA	MECHANICAL ENGINEER	17-2141	MECHANICAL ENGINEERS	Y	0	Y		35000		Y	EUGENE	OR	N	N	44.05207	-123.086754	10
2017	C	HALIFAX COUNTY SCHOOLS	HALIFAX	NC	27839		EXCEPTIONAL CHILDREN'S TEACHER	25-2054	SPECIAL EDUCATION TEACHERS, SECONDARY SCHOOL	Y	45637	Y		47910	0	Y	LITTLETON	NC	N	N	36.434593	-77.911934	5
2015	C	RECREATIONAL EQUIPMENT, INC.	KENT	WA	98032	USA	SENIOR SOFTWARE ENGINEER	15-1133	SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE	Y	111155	Y	Level III	111155	125403	Y	KENT	WA	N	N	47.38093	-122.23484	7
2015	C	SAPPHIRE IT SERVICES, INC.	STAFFORD	TX	77477	USA	PROGRAMMER ANALYST	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	60091	Y	Level I	64000	64000	Y	STAFFORD	TX	N	N	29.616068	-95.557724	6
2011	C	SCALAR USA, INC.	ROLLING MEADOWS	IL	60008		PROGRAMMER ANALYST	15-1051.00	COMPUTER SYSTEMS ANALYSTS	Y	46093	Y		65707		Y	JACKSONVILLE	FL			30.332184	-81.65565	6
2012	C	FLIPBOARD, INC.	PALO ALTO	CA	94301		SOFTWARE ENGINEER	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	99653	Y		120000		Y	PALO ALTO	CA			37.441883	-122.14302	6
2014	C	ORACLE AMERICA, INC.	REDWOOD SHORES	CA	94065		CONSULTANT	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	92498	Y		92498	139132	Y	EAST GREENVILLE	PA			40.406487	-75.50185	6
2016	C	FACEBOOK, INC.	MENLO PARK	CA	94025	USA	MARKET QUALITY MANAGER, COMMUNITY OPERATIONS	13-1111	MANAGEMENT ANALYSTS		102482	Y		115000	0	Y	AUSTIN	TX	Y	N	30.267153	-97.74306	7
2015	W	GRAND PACIFIC RESORTS, INC.	CARLSBAD	CA	92008	USA	SR. APPLICATION DEVELOPER	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	84926	Y	Level II	125000		Y	CARLSBAD	CA	N	N	33.158092	-117.35059	6
2011	CW	DELL PRODUCTS LP	ROUND ROCK	TX	78682		SENIOR SOFTWARE ENGINEER	15-1032.00	COMPUTER SOFTWARE ENGINEERS, SYSTEMS SOFTWARE	Y	124363	Y		124363	139099	Y	SUNNYVALE	CA			37.36883	-122.03635	7
2017	C	SNAP, INC	CHANTILLY	VA	20151	USA	PROGRAMMER ANALYST	15-1131	COMPUTER PROGRAMMERS	Y	82534	Y	Level II	85000	0	Y	WASHINGTON	DC	N	N	38.89511	-77.03637	6
2013	C	LOS ANGELES PREMIER FUTBOL CLUB	PASADENA	CA	91101		DIRECTOR OF PLAYER DEVELOPMENT	27-2022	COACHES AND SCOUTS	Y	34553	Y		44000		Y	PASADENA	CA			34.147785	-118.144516	4
2015	C	ROBERT BOSCH LLC	FARMINGTON HILLS	MI	48331	USA	RESEARCH ENGINEER	15-1111	COMPUTER AND INFORMATION RESEARCH SCIENTISTS	Y	108597	Y	Level II	115000		Y	PALO ALTO	CA	N	N	37.441883	-122.14302	6
2011	C	FORTIN CONSTRUCTIONS	LADY LAKE	FL	32159		COST ESTIMATOR	13-1051.00	COST ESTIMATORS	Y	31.98	H		45		H	LADY LAKE	FL			28.917486	-81.92286	6
2011	C	TREACY & COMPANY, INC	NEEDHAM	MA	2492		ANALYST	13-1111.00	MANAGEMENT ANALYSTS	Y	58094	Y		69000		Y	NEEDHAM	MA			42.283432	-71.232834	6
2014	C	JPMORGAN CHASE & CO.	CHICAGO	IL	60603		ASSOCIATE	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	94994	Y		110000		Y	HOUSTON	TX			29.763283	-95.36327	11
2016	C	SPL CONSULTING, LLC	IRVING	TX	75038	USA	BUSINESS ANALYST	.	15-1121	COMPUTER SYSTEMS ANALYSTS		60133	Y		65000	0	Y	IRVING	TX	N	N	32.81402	-96.94889	4
2015	C	COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION	COLLEGE STATION	TX	77845	USA	BUSINESS ANALYST II	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	70637	Y	Level II	70637		Y	RANCHO CORDOVA	CA	Y	N	38.589073	-121.30273	6
2016	W	SUDHI INFOMATICS INC	WESTERVILLE	OH	43082	USA	PROGRAMMER ANALYST	15-1131	COMPUTER PROGRAMMERS		62358	Y		65000	0	Y	WESTERVILLE	OH	Y	N	40.126175	-82.92907	0
2017	C	SOLGENIE TECHNOLOGIES INC.	NORCROSS	GA	30092		SYSTEMS ENGINEER	15-1199	COMPUTER OCCUPATIONS, ALL OTHER	Y	64771	Y		65000	0	Y	CARY	NC	N	N	35.79154	-78.78112	4
2012	C	AMAZON  CORPORATE LLC	SEATTLE	WA	98109		SOFTWARE DEVELOPMENT ENGINEER II	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	84302	Y		105300		Y	SEATTLE	WA			47.60621	-122.33207	6
2013	C	COMPREHAB, INC.	GASTONIA	NC	28054		PHYSICAL THERAPIST	29-1123	PHYSICAL THERAPISTS	Y	59550	Y		60000		Y	PHENIX CITY	AL			32.470978	-85.00076	8
2013	C	PREMERE REHAB, LLC	WILSONVILLE	OR	97070		PHYSICAL THERAPIST	29-1123	PHYSICAL THERAPISTS	Y	29.82	H		35	40	H	LYNDEN	WA			48.946503	-122.45211	6
2011	C	SYSTEMGURU, INC.	WOODBRIDGE	NJ	7095		QA ANALYST	15-1021.00	COMPUTER PROGRAMMERS	Y	26.04	H		31		H	WOODBRIDGE	NJ			40.557606	-74.28459	6
2017	C	OFFERUP, INC.	BELLEVUE	WA	98004	USA	SOFTWARE DEVELOPMENT ENGINEER ANDROID	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	106101	Y	Level II	106500	125000	Y	BELLEVUE	WA	N	N	47.61038	-122.200676	4
2016	C	BUCKMAN LABORATORIES INTERNATIONAL, INC.	MEMPHIS	TN	38108	USA	SR. SAP IM & WM SYSTEMS ANALYST	15-1121	COMPUTER SYSTEMS ANALYSTS		91333	Y		110000	0	Y	MEMPHIS	TN	N	N	35.149536	-90.04898	6
2015	C	MIRIA SYSTEMS, INC.	NORRISTOWN	PA	19403	USA	ECM ARCHITECT	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	97406	Y	Level III	106288		Y	NORRISTOWN	PA	N	N	40.1215	-75.339905	6
2011	C	WAL-MART ASSOCIATES, INC.	BENTONVILLE	AR	72716-0215		SENIOR SOFTWARE ENGINEER	15-1031.00	COMPUTER SOFTWARE ENGINEERS, APPLICATIONS	Y	90480	Y		115000		Y	BRISBANE	CA			37.689716	-122.34001	7
2012	C	TOWERS WATSON PENNSYLVANIA INC.	ARLINGTON	VA	22203		SENIOR ANALYST	13-1141	COMPENSATION, BENEFITS, AND JOB ANALYSIS SPECIALIS	Y	59363	Y		76500		Y	NEW YORK	NY			40.761494	-73.98143	6
2013	C	LUCID TECHNOLOGIES, LLC	PRINCETON JUNCTION	NJ	8550		QA ANALYST	15-1199	COMPUTER OCCUPATIONS, ALL OTHER	Y	56222	Y		56222		Y	DETROIT	MI			42.33143	-83.04575	6
2011	C	BP AMERICA INC.	HOUSTON	TX	77079		PRICING ANALYST	13-2051.00	FINANCIAL ANALYSTS	Y	47923	Y		70200		Y	CHICAGO	IL			41.850033	-87.650055	6
2015	C	IBM CORPORATION	DURHAM	NC	27709	USA	SOFTWARE TEST SPECIALIST	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	74194	Y	Level II	74194	85186	Y	DUBLIN	OH	N	N	40.099228	-83.114075	7
2015	C	WIPRO LIMITED	EAST BRUNSWICK	NJ	8816	USA	LEAD ENGINEER	15-1199	COMPUTER OCCUPATIONS, ALL OTHER	Y	66102	Y	Level II	66102		Y	TAMPA	FL	Y	N	27.947521	-82.45843	6
2016	C	QUESTAR ASSESSMENT INC.	APPLE VALLEY	MN	55124	USA	DATABASE DEVELOPER	15-1141	DATABASE ADMINISTRATORS		91541	Y		95000	0	Y	APPLE VALLEY	MN	N	N	44.73191	-93.21772	4
2015	C	SOFTTHINK SOLUTIONS, INC.	HERNDON	VA	20170	USA	DATA ANALYST	15-1199	COMPUTER OCCUPATIONS, ALL OTHER	Y	74776	Y	Level I	75000		Y	HERNDON	VA	Y	N	38.969555	-77.3861	6
2012	C	DATANOMICS, INC.	PISCATAWAY	NJ	8854		QA TESTER	15-1099.01	SOFTWARE QUALITY ASSURANCE ENGINEERS AND TESTERS	Y	40.14	H		45		H	WALNUT CREEK	CA			37.906315	-122.064964	6
2017	C	AT&T SERVICES, INC.	DALLAS	TX	75202	USA	SENIOR MEMBER OF TECHNICAL STAFF	15-1199	COMPUTER OCCUPATIONS, ALL OTHER	Y	125861	Y	Level IV	128000	0	Y	OAKTON	VA	N	N	38.880943	-77.30082	6
2014	C	AIR LIQUIDE INDUSTRIAL U.S. LP	HOUSTON	TX	77056		PROCESS RISK MANAGEMENT SPECIALIST	17-2112	INDUSTRIAL ENGINEERS	Y	83160	Y		85000	108000	Y	HOUSTON	TX			29.763283	-95.36327	6
2016	C	STRATEGIC IT EXPERTS, LLC	BALLWIN	MO	63011	USA	PROGRAMMER ANALYST	15-1131	COMPUTER PROGRAMMERS		52541	Y		60000	0	Y	RICHMOND	VA	Y	N	37.553757	-77.46026	6
2014	C	ASTEGIC, INC.	VIENNA	VA	22182		SENIOR NETWORK ENGINEER	15-1142	NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS	Y	92872	Y		95000		Y	WASHINGTON	DC			38.89511	-77.03637	6
2013	C	TEKSYSTEMS GLOBAL SERVICES LLC	HANOVER	MD	21076		SENIOR CONSULTANT	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	77810	Y		90000		Y	SAN MATEO	CA			37.562992	-122.32552	4
2012	C	TYCO HEALTHCARE GROUP LP	MANSFIELD	MA	2048		PROCESS ENGINEER	17-2112	INDUSTRIAL ENGINEERS	Y	67434	Y		67435	86700	Y	HOBART	NY			42.37147	-74.67043	6
2015	C	EPCOT TECHNOLOGIES INC.	ARLINGTON HEIGHTS	IL	60005	USA	SYSTEMS ENGINEER	15-1199	COMPUTER OCCUPATIONS, ALL OTHER	Y	60091	Y	Level II	70000		Y	DEERFIELD	IL	Y	N	42.171135	-87.84451	6
2015	C	MICROSOFT CORPORATION	REDMOND	WA	98052	USA	SENIOR SOFTWARE ENGINEER	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	112986	Y	Level III	154000		Y	REDMOND	WA	N	N	47.67399	-122.12151	6
2015	C	GATEWAY CHARTER ACADEMY	DALLAS	TX	75241	USA	TEA	25-2021	ELEMENTARY SCHOOL TEACHERS, EXCEPT SPECIAL	Y	42130	Y	Level I	42130		Y	DALLAS	TX	N	N	32.783054	-96.80666	4
2016	C	SHUTTERFLY, INC.	REDWOOD CITY	CA	94065	USA	WEB ENGINEER	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS		87410	Y		97000	0	Y	SANTA CLARA	CA	N	N	37.354107	-121.95524	6
2015	C	HITACHI CONSULTING CORPORATION	DALLAS	TX	75254	USA	SENIOR CONSULTANT	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	73174	Y	Level II	85500		Y	DALLAS	TX	N	N	32.783054	-96.80666	6
2014	C	CAPITAL ONE SERVICES, LLC	RICHMOND	VA	23238		SENIOR BUSINESS SYSTEMS ANALYST	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	70844.8	Y		90300	117200	Y	PLANO	TX			33.019844	-96.69888	6
2017	C	COGNITION LLC	DENVER	CO	80237	USA	SALESFORCE JAVA DEVELOPER	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	80870	Y	Level I	80870	0	Y	PLEASANTON	CA	N	N	37.66243	-121.87468	6
2011	C	ENSUANT INC.	MOUNTAIN VIEW	CA	94043		COMPUTER SOFTWARE ENGINEER	15-1031.00	COMPUTER SOFTWARE ENGINEERS, APPLICATIONS	Y	82035	Y		83000		Y	MOUNTAIN VIEW	CA			37.38605	-122.083855	6
2017	C	WIPRO LIMITED	EAST BRUNSWICK	NJ	8816	USA	DATABASE ADMINISTRATOR	15-1141	DATABASE ADMINISTRATORS	Y	63024	Y	Level II	63024	0	Y	TULSA	OK	Y	N	36.15793	-96.016556	6
2011	C	CONCORD PROFESSIONAL SERVICES, LLC	HOPKINS	MN	55343		SENIOR INTEGRATION SOFTWARE ENGINEER	15-1031.00	COMPUTER SOFTWARE ENGINEERS, APPLICATIONS	Y	101483	Y		120000		Y	HOPKINS	MN			44.927704	-93.42196	6
2015	C	JNIT TECHNOLOGIES	PARLIN	NJ	8859	USA	.NET WEB DEVELOPER	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	63003	Y	Level I	70000		Y	CHESTERFIELD	MO	Y	N	38.66311	-90.577065	7
2014	C	COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION	COLLEGE STATION	TX	77845		SENIOR SYSTEMS ANALYST JC60	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	76274	Y		76274		Y	HARTFORD	CT			41.76371	-72.6851	4
2012	C	QUALCOMM INCORPORATED	SAN DIEGO	CA	92121		SOFTWARE ENGINEER	15-1133	SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE	Y	91229	Y		91229	106840	Y	SANTA CLARA	CA			37.354107	-121.95524	6
2011	D	LISA L JOHNSTON	YONKERS	NY	10704		LAW CLERK	23-2092.00	LAW CLERKS	Y	29952	Y		29952	29952	Y	YONKERS	NY			40.93121	-73.89875	8
2013	C	JAPAN GRAPHIC CORPORATION	TORRANCE	CA	90501		GRAPHIC EDITOR	27-3041	EDITORS	Y	38438	Y		38438		Y	TORRANCE	CA			33.83585	-118.34063	6
2013	C	UNIVERSITY OF MEDICINE AND DENTISTRY OF NEW JERSEY	NEWARK	NJ	7101		RESEARCH TEACHING SPECIALIST III	19-1029	BIOLOGICAL SCIENTISTS, ALL OTHER	Y	46998	Y		48049		Y	PISCATAWAY	NJ			40.49927	-74.39904	6
2016	C	RALPH LAUREN CORPORATION	NEW YORK	NY	10022	USA	SOURCING ANALYST	13-1081	LOGISTICIANS		65707	Y		71791	0	Y	NEW YORK	NY	N	N	40.761494	-73.98143	6
2014	C	K&L GATES LLP	PITTSBURGH	PA	15222		LAWYER	23-1011.00	LAWYERS	Y	154627	Y		235000	300000	Y	SEATTLE	WA			47.60621	-122.33207	6
2012	C	HCL AMERICA, INC.	SUNNYVALE	CA	94085		PROJECT MANAGER - IV	15-1131	COMPUTER PROGRAMMERS	Y	106829	Y		106829	126000	Y	DALLAS	TX			32.783054	-96.80666	7
2017	C	LEAD IT CORPORATION	SPRINGFIELD	IL	62704	USA	PROGRAMMER ANALYST	15-1131	COMPUTER PROGRAMMERS	Y	59134	Y	Level I	65000	0	Y	ALEXANDRIA	VA	Y	N	38.804836	-77.04692	6
2013	C	ARRIS SOLUTIONS, INC.	SUWANEE	GA	30024		SOFTWARE ENGINEER	15-1133	SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE	Y	67808	Y		67808		Y	LAWRENCE	KS			38.97167	-95.23525	6
2012	C	CITICORP CREDIT SERVICES, INC. (USA)	NEW YORK	NY	10005		CREDIT AND PORTFOLIO RISK MANAGER	15-2031	OPERATIONS RESEARCH ANALYSTS	Y	46488	Y		90000		Y	ATLANTA	GA			33.748997	-84.387985	7
2011	C	DELHAIZE AMERICA SHARED SERVICES GROUP, LLC	SALISBURY	NC	28147		SENIOR BUSINESS AND INFORMATION ANALYST	15-2031.00	OPERATIONS RESEARCH ANALYSTS	Y	46738	Y		46738	72000	Y	SALISBURY	NC			35.67097	-80.47423	6
2015	C	THE METHODIST HOSPITAL RESEARCH INSTITUTE	HOUSTON	TX	77030	USA	POSTDOCTORAL FELLOW	19-1042	MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS	Y	40934	Y	Level I	48192		Y	HOUSTON	TX	N	N	29.763283	-95.36327	6
2015	C	BREATHOMETER, INC.	BURLINGAME	CA	94010	USA	SUPPLIER QUALITY ENGINEER	17-2112	INDUSTRIAL ENGINEERS	Y	73986	Y	Level I	73986		Y	BURLINGAME	CA	N	N	37.584103	-122.36608	6
2013	C	POWER-ONE RENEWABLE ENERGY SOLUTIONS, LLC	PHOENIX	AZ	85034		SENIOR ENGINEER	17-2071	ELECTRICAL ENGINEERS	Y	88769	Y		105000		Y	PHOENIX	AZ			33.448376	-112.074036	4
2015	W	CORPSYSTEMS LLC	ALPHARETTA	GA	30022	USA	COMPUTER SYSTEMS  ANALYST	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	60278	Y	Level II	65000		Y	TAMPA	FL	Y	N	27.947521	-82.45843	0
2013	C	MANSAI, INC	PEARLAND	TX	77584		SYSTEMS ANALYST	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	54496	Y		55000		Y	PEARLAND	TX			29.563566	-95.28605	7
2013	C	IBM INDIA PRIVATE LIMITED	RTP	NC	27709		INFORMATICA TERADATA TECHNICAL LEAD	15-1131	COMPUTER PROGRAMMERS	Y	65187	Y		68526	73834	Y	RICHMOND	VA			37.553757	-77.46026	4
2013	C	COMPUNNEL SOFTWARE GROUP, INC.	PLAINSBORO	NJ	8536		SYSTEMS ANALYST	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	62733	Y		62734	97157	Y	SAN LEANDRO	CA			37.72493	-122.156075	6
2013	C	BALTIMORE CITY PUBLIC SCHOOLS	BALTIMORE	MD	21202		TEACHER - SPECIAL EDUCATION/APC	25-2041	SPECIAL EDUCATION TEACHERS, PRESCHOOL, KINDERGARTE	Y	81970	Y		81970		Y	BALTIMORE	MD			39.290386	-76.61219	6
2015	C	BALL STATE UNIVERSITY	MUNCIE	IN	47306	USA	ASSISTANT PROFESSOR OF HOSPITALITY MANAGEMENT	25-1192	HOME ECONOMICS TEACHERS, POSTSECONDARY	Y	43010	Y	Level I	65000		Y	MUNCIE	IN	N	N	40.19338	-85.38636	6
2012	C	KEMA, INCORPORATED	BURLINGTON	MA	1803		CONSULTANT	13-1111	MANAGEMENT ANALYSTS	Y	82202	Y		85025.2		Y	BURLINGTON	MA			42.504818	-71.19561	6
2017	C	ACCENTURE LLP	CHICAGO	IL	60601	USA	COMPUTER SYSTEMS ANALYST	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	76170	Y	Level II	82000	0	Y	NORWALK	CA	N	N	33.902237	-118.08173	6
2017	C	NEW YORK LIFE INSURANCE COMPANY	NEW YORK	NY	10010	USA	SENIOR ASSOCIATE	15-1133	SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE	Y	115398	Y	Level III	127100	0	Y	NEW YORK	NY	N	N	40.761494	-73.98143	6
2017	C	INFOSYS LIMITED	PLANO	TX	75024	USA	TEST ANALYST - US	15-1199	SOFTWARE QUALITY ASSURANCE ENGINEERS AND TESTERS	Y	59467	Y	Level I	65612	0	Y	MIAMISBURG	OH	Y	N	39.642838	-84.286606	7
2016	C	RALLY HEALTH, INC.	WASHINGTON	DC	20007	USA	SENIOR MARKETING DATA ANALYST	13-1161	MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS		90106	Y		120000	150000	Y	SAN FRANCISCO	CA	N	N	37.77493	-122.41942	4
2011	C	DISCFLO CORPORATION	SANTEE	CA	92071		SALES APPLICATION ENGINEER	41-4011.00	SALES REPRESENTATIVES, WHOLESALE AND MANUFACTURING	Y	59176	Y		65000		Y	SANTEE	CA			32.838383	-116.973915	7
2015	C	HEXAWARE TECHNOLOGIES, INC.	JAMESBURG	NJ	8831	USA	SYSTEMS ANALYST	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	80995	Y	Level II	84240		Y	JERSEY CITY	NJ	Y	N	40.728157	-74.077644	6
2017	C	GENERAL MOTORS COMPANY	DETROIT	MI	48265-3000	USA	SOFTWARE ENGINEER, AUTOMATED DRIVING - ADVANCED PROJECTS	17-2071	ELECTRICAL ENGINEERS	Y	87069	Y	Level III	97500	0	Y	WARREN	MI	N	N	42.49982	-83.005486	7
2016	C	NEW YORK UNIVERSITY	NEW YORK	NY	10012	USA	ASSOCIATE PROFESSOR	25-1061	ANTHROPOLOGY AND ARCHEOLOGY TEACHERS,		75220	Y		164000	0	Y	NEW YORK	NY	N	N	40.761494	-73.98143	6
2014	C	ELLINGTON & ASSOCIATES, INC.	HOUSTON	TX	77043		PALEONTOLOGIST/GEOLOGIST	19-2099	PHYSICAL SCIENTISTS, ALL OTHER	Y	73091	Y		84000		Y	HOUSTON	TX			29.763283	-95.36327	6
2011	C	VALTRA, INC.	PICO RIVERA	CA	90660		WEB DEVELOPER	15-1099.04	WEB DEVELOPERS	Y	46925	Y		46925		Y	PICO RIVERA	CA			33.98307	-118.09673	7
2014	C	AMAX ENGINEERING CORPORATION	FREMONT	CA	94539		MARKET COMMUNICATIONS SPECIALIST	13-1161	MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS	N	23.71	H		23.71		H	FREMONT	CA			37.54827	-121.98857	9
2017	C	SYBASE, INC.	DUBLIN	CA	94568	USA	DEVELOPER	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	80200	Y		100000	0	Y	SAN RAMON	CA	N	N	37.779926	-121.97801	4
2014	C	TRULIA INC.	SAN FRANCISCO	CA	94105		SENIOR EMAIL MARKETING MANAGER	Nov-21	MARKETING MANAGERS	Y	81700	Y		81700	117000	Y	SAN FRANCISCO	CA			37.77493	-122.41942	8
2012	C	GEORGIA INSTITUTE OF TECHNOLOGY	ATLANTA	GA	30332		RESEARCH SCIENTIST I	19-1042	MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS	Y	36026	Y		41000		Y	ATLANTA	GA			33.748997	-84.387985	6
2015	C	THE HENLEY GROUP, INC.	NATICK	MA	1760	USA	FINANCIAL ANALYST	13-2051	FINANCIAL ANALYSTS	N	28.54	H	Level I	28.54		H	NATICK	MA	N	N	42.28343	-71.3495	6
2016	C	LIBERMAN BROADCASTING INC.	BURBANK	CA	91504	USA	PROGRAM DEVELOPMENT ASSOCIATE	27-3041	EDITORS		73778	Y		74000	86000	Y	BURBANK	CA	N	N	34.18084	-118.30897	6
2017	C	SIRIUS XM RADIO INC.	NEW YORK	NY	10104	USA	SENIOR ANALYST, MOBILE SOLUTIONS	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	92200	Y		92200	111800	Y	WASHINGTON	DC	N	N	38.89511	-77.03637	7
2011	C	E-COM INC.	GRADEN CITY	MI	48135		PROGRAMMER ANALYST	15-1051.00	COMPUTER SYSTEMS ANALYSTS	Y	58157	Y		58157		Y	PRINCETON	NJ			40.348717	-74.65905	6
2015	C	MIN ENGINEERING, INC	PIKESVILLE	MD	21208	USA	DESIGN ENGINEER	17-2141	MECHANICAL ENGINEERS	Y	56368	Y	Level I	70000		Y	PIKESVILLE	MD	N	N	39.37427	-76.72247	4
2015	C	ACCENTURE LLP	CHICAGO	IL	60601	USA	COMPUTER SPECIALIST/SYSTEM SUPPORT AND DEVELOPMENT ADMIN 2	15-1199	COMPUTER OCCUPATIONS, ALL OTHER	Y	64480	Y	Level II	67410		Y	WILMINGTON	DE	N	N	39.745945	-75.54659	6
2012	C	CHICAGO BULLS	DEERFIELD	IL	60015		ASSISTANT VIDEO COORDINATOR	27-4032	FILM AND VIDEO EDITORS	Y	31387	Y		31387		Y	DEERFIELD	IL			42.171135	-87.84451	4
2017	C	YTN RADIO USA INC.	LOS ANGELES	CA	90010	USA	NETWORK AND COMPUTER SYSTEMS ADMINISTRATOR	15-1142	NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS	N	25.79	H	Level I	25.79	0	H	LOS ANGELES	CA	N	N	34.052235	-118.24368	6
2015	C	MICROSOFT CORPORATION	REDMOND	WA	98052	USA	SUPPORT ENGINEER	15-1199	COMPUTER OCCUPATIONS, ALL OTHER	Y	73632	Y	Level II	88676		Y	CHARLOTTE	NC	N	N	35.227085	-80.843124	6
2015	C	INFOSYS LIMITED	PLANO	TX	75024	USA	PROJECT MANAGER - US	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	98904	Y	Level III	100000		Y	WEEHAWKEN	NJ	Y	N	40.769547	-74.02042	6
2017	C	THE AES GROUP, INC.	BELLEVUE	WA	98007		COMPUTER SYSTEMS ANALYST	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	72800	Y		72800	0	Y	ROUND ROCK	TX	N	N	30.508255	-97.678894	6
2014	C	MATRIX RESOURCES, INC.	ATLANTA	GA	30328		TECHNICAL LEAD/SCRUMMASTER	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	104437	Y		104437	114437	Y	ATLANTA	GA			33.748997	-84.387985	4
2017	C	EXPERIS US, INC.	MILWAUKEE	WI	53212	USA	SENIOR PROGRAMMER ANALYST	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	35.07	H	Level II	35.07	70	H	RICHFIELD	OH	N	N	41.239777	-81.638176	4
2017	C	LEGIT LABS, INC.	BEVERLY HILLS	CA	90212	USA	CONSULTANT	15-2031	OPERATIONS RESEARCH ANALYSTS	Y	53040	Y	Level I	53040	0	Y	GLENDALE	CA	N	N	34.14251	-118.25507	6
2016	C	IBM INDIA PRIVATE LIMITED	DURHAM	NC	27709	USA	PROJECT LEAD	15-1131	COMPUTER PROGRAMMERS		78187	Y		78187	0	Y	GREENWOOD VILLAGE	CO	N	N	39.61721	-104.95081	4
2013	C	BANCBOX, INC.	SAN MATEO	CA	94402		PRODUCT MANAGER	15-1799	COMPUTER OCCUPATIONS, ALL OTHER	Y	93891	Y		120000		Y	SAN MATEO	CA			37.562992	-122.32552	4
2012	D	ALASKA SALES AND SERVICE, INC.	ANCHORAGE	AK	99501		FIXED OPERATIONS MANAGER	11-1021	GENERAL AND OPERATIONS MANAGERS	Y	115190	Y		250000		Y	ANCHORAGE	AK			61.218056	-149.90028	5
2017	C	LOUIS DREYFUS COMPANY LLC	WILTON	CT	6897	USA	TRADER TRAINEE	13-2051	FINANCIAL ANALYSTS	Y	57408	Y	Level I	70000	0	Y	WILTON	CT	N	N	41.195374	-73.4379	6
2016	C	TECH MAHINDRA (AMERICAS),INC.	PLANO	TX	75093	USA	MANAGEMENT ANALYST	13-1111	MANAGEMENT ANALYSTS		80683	Y		80683	0	Y	SAN RAMON	CA	Y	N	37.779926	-121.97801	6
2012	C	DELOITTE FINANCIAL ADVISORY SERVICES LLP	PHILADELPHIA	PA	19103		BUSINESS VALUATION ASSOCIATE	13-2051	FINANCIAL ANALYSTS	Y	54246	Y		60000		Y	COPPELL	TX			32.954567	-97.01501	7
