case_status,application_date,decision_date,processing_office,applicant_country,applicant_age,education_level,job_title,occupation_category,prevailing_wage,wage_category,full_time_position,processing_time,season
C,2022-06-12,2022-06-29,POTOMAC SERVICE CENTER,INDIA,56.0,MASTER'S,SENIOR FULL-STACK .NET DEVELOPER,IT,117936.0,HIGH,Y,17,Summer
C,2022-09-06,2022-10-28,POTOMAC SERVICE CENTER,CANADA,40.0,BACHELOR'S,LEAD-SOFTWARE/SOFTWARE DEVELOPER,IT,101566.0,HIGH,Y,52,Fall
C,2022-12-30,2023-02-08,POTOMAC SERVICE CENTER,CANADA,29.0,MASTER'S,BI CONSULTANT - I,IT,68827.0,MEDIUM,Y,40,Winter
C,2022-02-15,2022-03-31,POTOMAC SERVICE CENTER,INDIA,39.0,BACHELOR'S,DATA SCIENTIST,IT,66560.0,MEDIUM,Y,44,Winter
C,2022-06-24,2022-07-10,CALIFORNIA SERVICE CENTER,SOUTH KOREA,41.0,MASTER'S,COMPUTER SYSTEMS ANALYST,IT,78957.0,MEDIUM,Y,16,Summer
C,2022-03-19,2022-04-04,CALIFORNIA SERVICE CENTER,SOUTH KOREA,59.0,MASTER'S,PROGRAMMER ANALYST,FINANCE,62754.0,MEDIUM,Y,16,Spring
C,2022-07-21,2022-08-27,TEXAS SERVICE CENTER,INDIA,41.0,MASTER'S,TECHNOLOGY ANALYST - US,FINANCE,62754.0,MEDIUM,Y,37,Summer
C,2022-04-10,2022-06-02,POTOMAC SERVICE CENTER,CANADA,40.0,MASTER'S,ORACLE APPLICATIONS CONSULTANT II,FINANCE,117936.0,HIGH,Y,53,Spring
C,2022-11-17,2022-12-08,CALIFORNIA SERVICE CENTER,INDIA,41.0,MASTER'S,SOFTWARE ENGINEER,IT,68827.0,MEDIUM,Y,21,Fall
CW,2022-05-02,2022-06-13,NEBRASKA SERVICE CENTER,INDIA,54.0,MASTER'S,ASSOCIATE VETERINARIAN,ENGINEERING,77376.0,MEDIUM,Y,42,Spring
C,2022-02-13,2022-04-10,VERMONT SERVICE CENTER,CHINA,41.0,BACHELOR'S,TECHNOLOGY LEAD - US - PRACTITIONER,ENGINEERING,78957.0,MEDIUM,Y,56,Winter
C,2022-07-16,2022-08-25,TEXAS SERVICE CENTER,INDIA,55.0,BACHELOR'S,OFFICER; SPECIALIST - SYS/DATA SECURITY,MEDICAL,69139.0,MEDIUM,Y,40,Summer
C,2022-08-11,2022-09-26,POTOMAC SERVICE CENTER,INDIA,27.0,MASTER'S,ORACLE DBA - II,FINANCE,71323.0,MEDIUM,Y,46,Summer
C,2022-10-06,2022-10-18,TEXAS SERVICE CENTER,INDIA,54.0,MASTER'S,HADOOP ADMINISTRATOR,IT,86819.0,MEDIUM,N,12,Fall
C,2022-01-09,2022-02-05,NEBRASKA SERVICE CENTER,INDIA,25.0,MASTER'S,LEAD-TECHNOLOGY/APPLICATION PROGRAMMER,IT,79414.0,MEDIUM,Y,27,Winter
C,2022-10-18,2022-11-27,VERMONT SERVICE CENTER,INDIA,47.0,BACHELOR'S,PROGRAMMER ANALYST,ENGINEERING,62754.0,MEDIUM,Y,40,Fall
C,2022-01-31,2022-03-05,POTOMAC SERVICE CENTER,INDIA,45.0,MASTER'S,CONSULTANT,IT,69139.0,MEDIUM,Y,33,Winter
C,2022-10-17,2022-11-19,CALIFORNIA SERVICE CENTER,INDIA,59.0,MASTER'S,ATG DEVELOPER,EDUCATION,124946.0,HIGH,Y,33,Fall
C,2022-07-01,2022-08-27,TEXAS SERVICE CENTER,CHINA,38.0,MASTER'S,BUSINESS CONSULTANT,IT,80887.0,MEDIUM,Y,57,Summer
C,2022-04-05,2022-06-04,POTOMAC SERVICE CENTER,SOUTH KOREA,54.0,MASTER'S,SENIOR SOFTWARE AUTOMATION TEST ENGINEER,MEDICAL,103875.0,HIGH,Y,60,Spring
C,2022-08-15,2022-10-05,TEXAS SERVICE CENTER,INDIA,29.0,MASTER'S,LEAD ENGINEER I,IT,85197.0,MEDIUM,Y,51,Summer
C,2022-05-19,2022-06-13,VERMONT SERVICE CENTER,CHINA,32.0,BACHELOR'S,CONSULTANT - US,IT,78957.0,MEDIUM,Y,25,Spring
C,2022-11-20,2022-12-12,VERMONT SERVICE CENTER,SOUTH KOREA,35.0,MASTER'S,SYSTEMS ENGINEER,IT,68827.0,MEDIUM,Y,22,Fall
C,2022-02-12,2022-03-09,POTOMAC SERVICE CENTER,MEXICO,37.0,BACHELOR'S,FINANCIAL ANALYST,MEDICAL,54538.0,LOW,Y,25,Winter
C,2022-03-31,2022-04-14,POTOMAC SERVICE CENTER,INDIA,52.0,MASTER'S,PROGRAMMER ANALYST,FINANCE,46301.0,LOW,Y,14,Spring
C,2022-01-22,2022-02-07,CALIFORNIA SERVICE CENTER,INDIA,52.0,MASTER'S,TECHNICAL TEST LEAD - US - PRACTITIONER,IT,79498.0,MEDIUM,Y,16,Winter
C,2022-10-25,2022-11-16,TEXAS SERVICE CENTER,CHINA,45.0,BACHELOR'S,SR. CONSULTANT PROFESSIONAL SERVICES (15-1199.01),OTHER,60798.0,MEDIUM,Y,22,Fall
C,2022-06-26,2022-08-21,POTOMAC SERVICE CENTER,INDIA,38.0,BACHELOR'S,ORACLE APPLICATIONS LEAD,IT,101566.0,HIGH,Y,56,Summer
C,2022-05-19,2022-05-29,VERMONT SERVICE CENTER,INDIA,33.0,MASTER'S,ORACLE APPLICATIONS CONSULTANT - II,MEDICAL,85197.0,MEDIUM,Y,10,Spring
C,2022-07-17,2022-08-29,TEXAS SERVICE CENTER,CHINA,45.0,MASTER'S,TECHNICAL TEST LEAD - US - PROFESSIONAL,IT,79498.0,MEDIUM,Y,43,Summer
C,2022-02-18,2022-03-16,VERMONT SERVICE CENTER,INDIA,33.0,MASTER'S,JAVA DEVELOPER - II,IT,85197.0,MEDIUM,Y,26,Winter
C,2022-05-17,2022-06-21,POTOMAC SERVICE CENTER,INDIA,33.0,BACHELOR'S,PROJECT MANAGER,FINANCE,60798.0,MEDIUM,Y,35,Spring
C,2022-04-09,2022-05-12,TEXAS SERVICE CENTER,INDIA,40.0,BACHELOR'S,BIG DATA ARCHITECT,ENGINEERING,74776.0,MEDIUM,Y,33,Spring
CW,2022-12-08,2023-01-03,POTOMAC SERVICE CENTER,INDIA,40.0,DOCTORATE,"SENIOR CONSULTANT - MANAGEMENT, TRAINING, AND DEVELOPMENT",ENGINEERING,52270.0,LOW,Y,26,Winter
C,2022-12-10,2023-01-10,POTOMAC SERVICE CENTER,INDIA,57.0,MASTER'S,TECHNOLOGY LEAD - US,IT,78957.0,MEDIUM,Y,31,Winter
C,2022-12-22,2023-01-02,CALIFORNIA SERVICE CENTER,INDIA,44.0,MASTER'S,SOLUTION ARCHITECT,IT,101566.0,HIGH,Y,11,Winter
C,2022-08-14,2022-09-14,CALIFORNIA SERVICE CENTER,INDIA,53.0,MASTER'S,QA ANALYST - II,IT,79498.0,MEDIUM,Y,31,Summer
C,2022-10-06,2022-10-19,NEBRASKA SERVICE CENTER,SOUTH KOREA,56.0,MASTER'S,DEVELOPER USER INTERFACE,IT,78395.0,MEDIUM,Y,13,Fall
C,2022-12-04,2023-01-07,TEXAS SERVICE CENTER,INDIA,44.0,MASTER'S,PROGRAMMER ANALYST,IT,62754.0,MEDIUM,N,34,Winter
CW,2022-09-22,2022-10-11,TEXAS SERVICE CENTER,INDIA,56.0,MASTER'S,SOFTWARE DEVELOPER,MEDICAL,85197.0,MEDIUM,Y,19,Fall
C,2022-03-01,2022-03-18,CALIFORNIA SERVICE CENTER,INDIA,45.0,BACHELOR'S,VMWARE/SYSTEMS ADMINISTRATOR,ENGINEERING,59592.0,LOW,Y,17,Spring
C,2022-05-26,2022-07-18,POTOMAC SERVICE CENTER,PHILIPPINES,58.0,MASTER'S,LEAD ENGINEER I,IT,68827.0,MEDIUM,Y,53,Spring
C,2022-02-20,2022-03-17,TEXAS SERVICE CENTER,CHINA,32.0,MASTER'S,JAVA DEVELOPER - I,ENGINEERING,68827.0,MEDIUM,Y,25,Winter
C,2022-12-13,2023-01-14,TEXAS SERVICE CENTER,INDIA,41.0,BACHELOR'S,SENIOR SOFTWARE DEVELOPER,IT,85197.0,MEDIUM,Y,32,Winter
C,2022-11-12,2022-11-22,POTOMAC SERVICE CENTER,PHILIPPINES,41.0,MASTER'S,COMPUTER SPECIALIST/TESTING AND QUALITY ANALYST 2,FINANCE,79498.0,MEDIUM,Y,10,Fall
C,2022-04-17,2022-05-01,POTOMAC SERVICE CENTER,INDIA,31.0,BACHELOR'S,HADOOP ARCHITECT,IT,116875.0,HIGH,Y,14,Spring
C,2022-11-13,2022-12-07,TEXAS SERVICE CENTER,INDIA,41.0,MASTER'S,PEOPLESOFT RELEASE MANAGER & INFRASTRUCTURE LEAD,IT,99590.0,MEDIUM,Y,24,Fall
C,2022-04-19,2022-06-05,TEXAS SERVICE CENTER,INDIA,25.0,MASTER'S,COMPUTER SYSTEMS ANALYST,EDUCATION,78957.0,MEDIUM,Y,47,Spring
C,2022-12-27,2023-01-10,POTOMAC SERVICE CENTER,INDIA,47.0,MASTER'S,SENIOR SOFTWARE DEVELOPER,ENGINEERING,90646.0,MEDIUM,Y,14,Winter
C,2022-07-06,2022-08-29,TEXAS SERVICE CENTER,INDIA,41.0,BACHELOR'S,SOFTWARE ENGINEER,FINANCE,68827.0,MEDIUM,Y,54,Summer
C,2022-06-21,2022-07-31,POTOMAC SERVICE CENTER,INDIA,56.0,BACHELOR'S,COMPUTER SYSTEMS ANALYST/ARCHITECT,ENGINEERING,79414.0,MEDIUM,Y,40,Summer
C,2022-03-04,2022-03-23,POTOMAC SERVICE CENTER,INDIA,41.0,MASTER'S,SENIOR PROJECT MANAGER,IT,79498.0,MEDIUM,Y,19,Spring
CW,2022-08-31,2022-10-24,VERMONT SERVICE CENTER,INDIA,38.0,MASTER'S,JAVA DEVELOPER,IT,68827.0,MEDIUM,Y,54,Summer
C,2022-02-23,2022-03-16,NEBRASKA SERVICE CENTER,INDIA,31.0,MASTER'S,TECHNOLOGY ARCHITECT - US,IT,98176.0,MEDIUM,Y,21,Winter
C,2022-01-04,2022-01-30,NEBRASKA SERVICE CENTER,INDIA,39.0,MASTER'S,DATA WAREHOUSING SPECIALIST,MEDICAL,116875.0,HIGH,Y,26,Winter
C,2022-08-30,2022-09-22,CALIFORNIA SERVICE CENTER,INDIA,41.0,MASTER'S,SALES ENGINEER,MEDICAL,71386.0,MEDIUM,Y,23,Summer
C,2022-01-11,2022-03-11,CALIFORNIA SERVICE CENTER,INDIA,51.0,BACHELOR'S,PROGRAMMER ANALYST,MEDICAL,62754.0,MEDIUM,Y,59,Winter
C,2022-07-26,2022-08-29,TEXAS SERVICE CENTER,PHILIPPINES,53.0,BACHELOR'S,DESIGN INTERN,IT,54309.0,LOW,Y,34,Summer
C,2022-12-12,2023-01-21,VERMONT SERVICE CENTER,SOUTH KOREA,52.0,BACHELOR'S,QA LEAD,IT,70554.0,MEDIUM,Y,40,Winter
C,2022-12-12,2023-01-03,NEBRASKA SERVICE CENTER,SOUTH KOREA,30.0,BACHELOR'S,SALES ENGINEER,IT,71386.0,MEDIUM,Y,22,Winter
C,2022-04-07,2022-05-22,TEXAS SERVICE CENTER,INDIA,22.0,MASTER'S,ENGINEERING ANALYST,EDUCATION,68827.0,MEDIUM,Y,45,Spring
C,2022-01-11,2022-03-03,NEBRASKA SERVICE CENTER,CHINA,27.0,BACHELOR'S,PROGRAMMER ANALYST - II,IT,67891.0,MEDIUM,Y,51,Winter
C,2022-11-17,2022-12-24,NEBRASKA SERVICE CENTER,INDIA,29.0,MASTER'S,SENIOR SOFTWARE ENGINEER,IT,117936.0,HIGH,N,37,Fall
C,2022-01-16,2022-01-27,POTOMAC SERVICE CENTER,INDIA,38.0,BACHELOR'S,DESIGN INTERN,IT,51667.0,LOW,Y,11,Winter
C,2022-06-05,2022-07-10,NEBRASKA SERVICE CENTER,INDIA,23.0,MASTER'S,FINANCIAL ACCOUNTANT,IT,22.94,LOW,Y,35,Summer
C,2022-05-03,2022-06-30,POTOMAC SERVICE CENTER,CHINA,30.0,MASTER'S,PROGRAMMER ANALYST,IT,62754.0,MEDIUM,N,58,Spring
C,2022-12-15,2023-01-14,CALIFORNIA SERVICE CENTER,CHINA,54.0,BACHELOR'S,DATA ANALYST,OTHER,60798.0,MEDIUM,Y,30,Winter
C,2022-04-18,2022-05-31,CALIFORNIA SERVICE CENTER,CHINA,22.0,MASTER'S,PROGRAMMER ANALYST,IT,62754.0,MEDIUM,N,43,Spring
C,2022-02-13,2022-03-22,NEBRASKA SERVICE CENTER,INDIA,49.0,MASTER'S,PROGRAMMER ANALYST,IT,62754.0,MEDIUM,N,37,Winter
CW,2022-12-27,2023-01-29,VERMONT SERVICE CENTER,INDIA,40.0,MASTER'S,QA ANALYST,IT,60133.0,MEDIUM,Y,33,Winter
C,2022-12-15,2023-01-04,NEBRASKA SERVICE CENTER,INDIA,22.0,MASTER'S,SENIOR CONSULTANT,ENGINEERING,74131.0,MEDIUM,Y,20,Winter
C,2022-08-22,2022-10-18,POTOMAC SERVICE CENTER,INDIA,49.0,MASTER'S,SENIOR SOFTWARE AUTOMATION TEST ENGINEER,IT,107806.0,HIGH,Y,57,Summer
C,2022-06-08,2022-07-25,POTOMAC SERVICE CENTER,SOUTH KOREA,47.0,MASTER'S,SOFTWARE DEVELOPER,IT,68827.0,MEDIUM,Y,47,Summer
C,2022-11-05,2022-11-29,CALIFORNIA SERVICE CENTER,CHINA,31.0,MASTER'S,SYSTEM ADMINISTRATOR - II,IT,73195.0,MEDIUM,Y,24,Fall
C,2022-11-06,2022-11-25,CALIFORNIA SERVICE CENTER,INDIA,24.0,DOCTORATE,PROGRAMMER ANALYST,IT,60798.0,MEDIUM,Y,19,Fall
C,2022-12-05,2022-12-20,NEBRASKA SERVICE CENTER,INDIA,37.0,MASTER'S,SOFTWARE SYSTEMS ANALYST II,IT,79414.0,MEDIUM,Y,15,Winter
C,2022-04-06,2022-04-16,CALIFORNIA SERVICE CENTER,INDIA,39.0,MASTER'S,BI CONSULTANT - II,FINANCE,79498.0,MEDIUM,Y,10,Spring
C,2022-09-27,2022-11-08,VERMONT SERVICE CENTER,INDIA,37.0,MASTER'S,SENIOR CONSULTANT,IT,74131.0,MEDIUM,Y,42,Fall
C,2022-08-04,2022-09-26,POTOMAC SERVICE CENTER,INDIA,43.0,BACHELOR'S,SOLUTION ARCHITECT,IT,101566.0,HIGH,Y,53,Summer
C,2022-05-30,2022-07-19,NEBRASKA SERVICE CENTER,CHINA,49.0,MASTER'S,PROGRAMMER ANALYST,IT,62754.0,MEDIUM,N,50,Spring
C,2022-05-16,2022-06-30,POTOMAC SERVICE CENTER,INDIA,41.0,BACHELOR'S,SENIOR QUALITY ASSURANCE TESTER,IT,93475.0,MEDIUM,Y,45,Spring
CW,2022-10-04,2022-10-28,POTOMAC SERVICE CENTER,INDIA,44.0,MASTER'S,LEAD ENGINEER II,IT,81952.0,MEDIUM,Y,24,Fall
W,2022-07-23,2022-08-03,POTOMAC SERVICE CENTER,INDIA,52.0,BACHELOR'S,VISTARAIT INC,IT,85197.0,MEDIUM,Y,11,Summer
C,2022-10-07,2022-12-03,NEBRASKA SERVICE CENTER,INDIA,41.0,MASTER'S,SYSTEMS DEVELOPER -II,ENGINEERING,85197.0,MEDIUM,Y,57,Fall
C,2022-07-24,2022-08-10,CALIFORNIA SERVICE CENTER,SOUTH KOREA,50.0,MASTER'S,SOFTWARE ENGINEER III,IT,101566.0,HIGH,Y,17,Summer
C,2022-09-15,2022-10-01,POTOMAC SERVICE CENTER,INDIA,30.0,MASTER'S,ORACLE APPLICATIONS CONSULTANT - II,IT,85197.0,MEDIUM,Y,16,Fall
CW,2022-09-30,2022-11-08,CALIFORNIA SERVICE CENTER,INDIA,35.0,BACHELOR'S,PROGRMMER ANALYST,IT,52499.0,LOW,N,39,Fall
C,2022-03-15,2022-04-28,CALIFORNIA SERVICE CENTER,INDIA,51.0,DOCTORATE,PRODUCTION SERVICES LEAD,IT,98176.0,MEDIUM,N,44,Spring
C,2022-02-16,2022-03-21,VERMONT SERVICE CENTER,CHINA,32.0,MASTER'S,TECHNICAL RECRUITER,ENGINEERING,53206.0,LOW,N,33,Winter
CW,2022-04-29,2022-06-21,TEXAS SERVICE CENTER,INDIA,53.0,MASTER'S,SR. CONSULTANT,IT,99258.0,MEDIUM,N,53,Spring
C,2022-03-08,2022-05-06,POTOMAC SERVICE CENTER,INDIA,37.0,BACHELOR'S,ORACLE APPLICATIONS CONSULTANT - II,ENGINEERING,85197.0,MEDIUM,Y,59,Spring
C,2022-01-19,2022-02-12,NEBRASKA SERVICE CENTER,INDIA,55.0,MASTER'S,PROGRAMMER ANALYST,OTHER,46301.0,LOW,Y,24,Winter
C,2022-12-17,2023-01-12,NEBRASKA SERVICE CENTER,SOUTH KOREA,44.0,MASTER'S,STORAGE SYSTEMS ADMINISTRATOR,IT,86819.0,MEDIUM,Y,26,Winter
W,2022-01-13,2022-03-09,VERMONT SERVICE CENTER,INDIA,29.0,MASTER'S,SALES ENGINEER,FINANCE,71386.0,MEDIUM,Y,55,Winter
C,2022-03-20,2022-05-13,POTOMAC SERVICE CENTER,INDIA,49.0,MASTER'S,JAVA DEVELOPER - I,IT,68827.0,MEDIUM,Y,54,Spring
C,2022-12-26,2023-02-19,POTOMAC SERVICE CENTER,INDIA,47.0,MASTER'S,SOFTWARE ENGINEER,IT,33.09,LOW,Y,55,Winter
C,2022-02-01,2022-03-07,POTOMAC SERVICE CENTER,INDIA,44.0,MASTER'S,ETL DEVELOPER,IT,116875.0,HIGH,N,34,Winter
C,2022-12-13,2023-01-11,NEBRASKA SERVICE CENTER,INDIA,24.0,MASTER'S,BUSINESS ANALYST,IT,55931.0,LOW,Y,29,Winter
C,2022-10-08,2022-11-27,TEXAS SERVICE CENTER,INDIA,46.0,MASTER'S,PROGRAMMER ANALYST,IT,46301.0,LOW,Y,50,Fall
C,2022-07-05,2022-08-24,NEBRASKA SERVICE CENTER,INDIA,41.0,MASTER'S,HUMAN RESOURCES SPECIALIST,IT,25.58,LOW,Y,50,Summer
CW,2022-02-28,2022-04-03,TEXAS SERVICE CENTER,INDIA,41.0,MASTER'S,PROGRAMMER ANALYST,IT,45011.0,LOW,Y,34,Winter
C,2022-06-01,2022-06-20,POTOMAC SERVICE CENTER,INDIA,59.0,BACHELOR'S,TECHNOLOGY ANALYST - US,ENGINEERING,62754.0,MEDIUM,Y,19,Summer
C,2022-06-16,2022-07-10,NEBRASKA SERVICE CENTER,INDIA,58.0,BACHELOR'S,PROGRAMMER ANALYST,MEDICAL,62754.0,MEDIUM,N,24,Summer
C,2022-06-15,2022-07-05,VERMONT SERVICE CENTER,INDIA,35.0,BACHELOR'S,SENIOR SOFTWARE DEVELOPER,OTHER,90646.0,MEDIUM,Y,20,Summer
C,2022-07-12,2022-08-04,POTOMAC SERVICE CENTER,INDIA,41.0,MASTER'S,SOFTWARE ENGINEER,ENGINEERING,68827.0,MEDIUM,Y,23,Summer
C,2022-06-14,2022-07-03,TEXAS SERVICE CENTER,INDIA,41.0,BACHELOR'S,DIRECTOR OF PRODUCT MANAGEMENT,IT,110700.0,HIGH,Y,19,Summer
C,2022-06-20,2022-07-18,VERMONT SERVICE CENTER,PHILIPPINES,38.0,BACHELOR'S,SOFTWARE DEVELOPER,ENGINEERING,68827.0,MEDIUM,Y,28,Summer
C,2022-09-26,2022-10-16,NEBRASKA SERVICE CENTER,INDIA,41.0,MASTER'S,PROGRAMMER ANALYST,OTHER,46301.0,LOW,Y,20,Fall
C,2022-02-26,2022-03-08,POTOMAC SERVICE CENTER,INDIA,57.0,MASTER'S,SENIOR SOLUTION ARCHITECT,MEDICAL,79498.0,MEDIUM,Y,10,Winter
C,2022-09-18,2022-11-12,VERMONT SERVICE CENTER,INDIA,43.0,MASTER'S,GRADUATE INTERN,FINANCE,51688.0,LOW,Y,55,Fall
C,2022-08-07,2022-08-31,POTOMAC SERVICE CENTER,MEXICO,41.0,MASTER'S,"COMPUTER SOFTWARE ENGINEER, APPLICATIONS",IT,80023.0,MEDIUM,Y,24,Summer
C,2022-12-03,2023-01-30,NEBRASKA SERVICE CENTER,CANADA,34.0,BACHELOR'S,PROGRAMMER ANALYST,ENGINEERING,67891.0,MEDIUM,Y,58,Winter
C,2022-11-24,2022-12-15,NEBRASKA SERVICE CENTER,INDIA,55.0,MASTER'S,COMPUTER SYSTEMS ANALYST,EDUCATION,62754.0,MEDIUM,Y,21,Fall
C,2022-08-22,2022-09-11,CALIFORNIA SERVICE CENTER,INDIA,44.0,BACHELOR'S,JAVA DEVELOPER - II,MEDICAL,85197.0,MEDIUM,Y,20,Summer
C,2022-05-06,2022-07-02,CALIFORNIA SERVICE CENTER,INDIA,33.0,MASTER'S,SOFTWARE DEVELOPER,MEDICAL,107806.0,HIGH,Y,57,Spring
C,2022-03-21,2022-04-21,NEBRASKA SERVICE CENTER,INDIA,30.0,MASTER'S,FINANCIAL ANALYST,IT,54538.0,LOW,Y,31,Spring
C,2022-07-09,2022-08-07,CALIFORNIA SERVICE CENTER,INDIA,39.0,BACHELOR'S,APPLICATION ARCHITECT,IT,40.96,LOW,Y,29,Summer
C,2022-06-25,2022-07-30,NEBRASKA SERVICE CENTER,INDIA,23.0,MASTER'S,BI CONSULTANT - II,EDUCATION,79498.0,MEDIUM,Y,35,Summer
C,2022-02-26,2022-04-16,TEXAS SERVICE CENTER,INDIA,27.0,MASTER'S,SENIOR PROGRAMMER ANALYST,FINANCE,95160.0,MEDIUM,Y,49,Winter
C,2022-01-27,2022-02-16,POTOMAC SERVICE CENTER,INDIA,54.0,MASTER'S,"VICE PRESIDENT, TECH MANAGER - APPS PROG",IT,98176.0,MEDIUM,Y,20,Winter
C,2022-02-25,2022-04-13,NEBRASKA SERVICE CENTER,INDIA,53.0,BACHELOR'S,SOFTWARE DESIGNER,IT,85197.0,MEDIUM,Y,47,Winter
C,2022-06-13,2022-08-08,TEXAS SERVICE CENTER,INDIA,47.0,MASTER'S,PROGRAMMER ANALYST,FINANCE,78957.0,MEDIUM,Y,56,Summer
C,2022-11-25,2023-01-24,NEBRASKA SERVICE CENTER,PHILIPPINES,44.0,BACHELOR'S,PROGRAMMER ANALYST,EDUCATION,46301.0,LOW,Y,60,Fall
D,2022-12-24,2023-01-10,NEBRASKA SERVICE CENTER,INDIA,48.0,MASTER'S,ATTORNEY,IT,39.22,LOW,Y,17,Winter
C,2022-07-09,2022-07-21,POTOMAC SERVICE CENTER,INDIA,57.0,BACHELOR'S,SOFTWARE ENGINEER,ENGINEERING,68827.0,MEDIUM,Y,12,Summer
C,2022-07-14,2022-08-02,CALIFORNIA SERVICE CENTER,INDIA,33.0,MASTER'S,TECHNOLOGY LEAD - US - PROFESSIONAL,IT,78957.0,MEDIUM,Y,19,Summer
C,2022-07-28,2022-09-22,NEBRASKA SERVICE CENTER,INDIA,41.0,MASTER'S,RESOURCING MANAGER,ENGINEERING,60000.0,MEDIUM,Y,56,Summer
C,2022-11-04,2022-11-19,POTOMAC SERVICE CENTER,INDIA,37.0,BACHELOR'S,LAWYER,ENGINEERING,39.22,LOW,Y,15,Fall
C,2022-02-26,2022-03-26,VERMONT SERVICE CENTER,INDIA,55.0,MASTER'S,SENIOR SOFTWARE QUALITY ASSURANCE ANALYST,ENGINEERING,79414.0,MEDIUM,Y,28,Winter
C,2022-12-21,2023-01-06,TEXAS SERVICE CENTER,SOUTH KOREA,30.0,MASTER'S,TECHNICAL SALES SUPPORT SPECIALIST,IT,71386.0,MEDIUM,Y,16,Winter
W,2022-08-19,2022-09-06,POTOMAC SERVICE CENTER,INDIA,32.0,MASTER'S,BUSINESS ANALYST,IT,62754.0,MEDIUM,Y,18,Summer
C,2022-11-29,2022-12-25,VERMONT SERVICE CENTER,PHILIPPINES,32.0,MASTER'S,PROGRAMMER ANALYST,FINANCE,79414.0,MEDIUM,Y,26,Fall
C,2022-02-24,2022-03-30,VERMONT SERVICE CENTER,CHINA,48.0,MASTER'S,PROGRAMMER ANALYST,MEDICAL,62754.0,MEDIUM,Y,34,Winter
C,2022-04-15,2022-06-05,NEBRASKA SERVICE CENTER,CHINA,41.0,MASTER'S,DEVELOPER USER INTERFACE,ENGINEERING,59530.0,LOW,Y,51,Spring
C,2022-09-01,2022-10-02,NEBRASKA SERVICE CENTER,INDIA,55.0,BACHELOR'S,LEAD - SOFTWARE,IT,79000.0,MEDIUM,Y,31,Fall
C,2022-10-13,2022-11-29,NEBRASKA SERVICE CENTER,SOUTH KOREA,30.0,BACHELOR'S,SR. CONSULTANT PROFESSIONAL SERVICES,IT,76586.0,MEDIUM,Y,47,Fall
C,2022-02-20,2022-04-18,VERMONT SERVICE CENTER,INDIA,26.0,MASTER'S,PERFORMANCE ENGINEER,ENGINEERING,88700.0,MEDIUM,Y,57,Winter
C,2022-07-12,2022-08-08,POTOMAC SERVICE CENTER,PHILIPPINES,44.0,MASTER'S,SENIOR SOFTWARE DEVELOPER,ENGINEERING,90646.0,MEDIUM,Y,27,Summer
C,2022-03-20,2022-04-11,TEXAS SERVICE CENTER,INDIA,38.0,BACHELOR'S,QUALITY SOFTWARE ENGINEER,IT,60798.0,MEDIUM,Y,22,Spring
C,2022-10-15,2022-11-29,POTOMAC SERVICE CENTER,INDIA,44.0,MASTER'S,DEVELOPER USER INTERFACE,IT,59530.0,LOW,Y,45,Fall
C,2022-03-12,2022-04-20,NEBRASKA SERVICE CENTER,CANADA,43.0,MASTER'S,RISK ANALYST,IT,43.58,LOW,Y,39,Spring
C,2022-02-20,2022-04-16,POTOMAC SERVICE CENTER,INDIA,56.0,MASTER'S,PROGRAMMER ANALYST,ENGINEERING,62754.0,MEDIUM,Y,55,Winter
C,2022-04-30,2022-06-02,POTOMAC SERVICE CENTER,INDIA,32.0,BACHELOR'S,PROGRAMMER ANALYST,IT,67891.0,MEDIUM,Y,33,Spring
C,2022-02-27,2022-04-23,POTOMAC SERVICE CENTER,CHINA,23.0,MASTER'S,STAFF ACCOUNTANT,IT,22.94,LOW,N,55,Winter
C,2022-03-22,2022-05-03,VERMONT SERVICE CENTER,INDIA,45.0,MASTER'S,SENIOR PROJECT MANAGER - US,MEDICAL,110365.0,HIGH,Y,42,Spring
C,2022-03-18,2022-04-08,VERMONT SERVICE CENTER,INDIA,31.0,MASTER'S,TECHNOLOGY ANALYST - US,IT,62754.0,MEDIUM,Y,21,Spring
C,2022-01-27,2022-02-07,CALIFORNIA SERVICE CENTER,CHINA,47.0,MASTER'S,SR. IT ANALYST,FINANCE,62754.0,MEDIUM,N,11,Winter
CW,2022-07-08,2022-07-25,POTOMAC SERVICE CENTER,INDIA,47.0,BACHELOR'S,INTERNAL AUDITOR,IT,61152.0,MEDIUM,Y,17,Summer
C,2022-05-24,2022-06-08,CALIFORNIA SERVICE CENTER,INDIA,41.0,BACHELOR'S,MANAGEMENT ANALYST,MEDICAL,55931.0,LOW,Y,15,Spring
C,2022-01-28,2022-02-15,CALIFORNIA SERVICE CENTER,INDIA,43.0,MASTER'S,USER EXPERIENCE (UX) ARCHITECT,IT,85197.0,MEDIUM,Y,18,Winter
C,2022-11-08,2022-12-16,NEBRASKA SERVICE CENTER,CHINA,28.0,MASTER'S,PROGRAMMER ANALYST,IT,46301.0,LOW,Y,38,Fall
C,2022-08-03,2022-09-14,CALIFORNIA SERVICE CENTER,INDIA,52.0,MASTER'S,PROGRAMMER ANALYST,ENGINEERING,67891.0,MEDIUM,N,42,Summer
C,2022-11-04,2022-12-26,VERMONT SERVICE CENTER,INDIA,36.0,MASTER'S,SENIOR SOFTWARE DEVELOPER,IT,65042.0,MEDIUM,Y,52,Fall
