case_status,application_date,decision_date,processing_office,applicant_country,applicant_age,education_level,job_title,occupation_category,prevailing_wage,wage_category,full_time_position
C,10-12-2022,10-01-2023,nan,INDIA,57,nan,TECHNOLOGY LEAD - US,IT,78957,MEDIUM,Y
C,22-12-2022,02-01-2023,CALIFORNIA SERVICE CENTER,INDIA,44,MASTER'S,SOLUTION ARCHITECT,IT,101566,HIGH,Y
C,14-08-2022,14-09-2022,CALIFORNIA SERVICE CENTER,INDIA,53,MASTER'S,QA ANALYST - II,IT,79498,MEDIUM,Y
C,06-10-2022,19-10-2022,NEBRASKA SERVICE CENTER,SOUTH KOREA,56,MASTER'S,DEVELOPER USER INTERFACE,IT,78395,MEDIUM,Y
C,04-12-2022,07-01-2023,TEXAS SERVICE CENTER,INDIA,44,nan,PROGRAMMER ANALYST,IT,62754,MEDIUM,N
C,,,TEXAS SERVICE CENTER,INDIA,22,BACHELOR'S,SENIOR SOFTWARE AUTOMATION TEST ENGINEER,MEDICAL,90646,MEDIUM,Y
CW,22-09-2022,11-10-2022,TEXAS SERVICE CENTER,INDIA,56,MASTER'S,SOFTWARE DEVELOPER,MEDICAL,85197,MEDIUM,Y
C,,,CALIFORNIA SERVICE CENTER,CHINA,51,BACHELOR'S,SOFTWARE ENGINEER,IT,68827,MEDIUM,Y
C,01-03-2022,18-03-2022,CALIFORNIA SERVICE CENTER,INDIA,45,BACHELOR'S,VMWARE/SYSTEMS ADMINISTRATOR,ENGINEERING,59592,LOW,Y
C,26-05-2022,18-07-2022,nan,PHILIPPINES,58,MASTER'S,LEAD ENGINEER I,IT,68827,MEDIUM,Y
C,20-02-2022,17-03-2022,TEXAS SERVICE CENTER,CHINA,32,nan,JAVA DEVELOPER - I,ENGINEERING,68827,MEDIUM,Y
C,13-12-2022,14-01-2023,TEXAS SERVICE CENTER,INDIA,,BACHELOR'S,SENIOR SOFTWARE DEVELOPER,IT,85197,MEDIUM,Y
C,12-11-2022,22-11-2022,nan,PHILIPPINES,,MASTER'S,COMPUTER SPECIALIST/TESTING AND QUALITY ANALYST 2,FINANCE,79498,MEDIUM,Y
C,17-04-2022,01-05-2022,nan,INDIA,31,BACHELOR'S,HADOOP ARCHITECT,IT,116875,HIGH,Y
C,,,VERMONT SERVICE CENTER,INDIA,43,MASTER'S,VICE PRESIDENT - BUSINESS DEVELOPMENT,IT,140670,HIGH,Y
C,13-11-2022,07-12-2022,TEXAS SERVICE CENTER,INDIA,,MASTER'S,PEOPLESOFT RELEASE MANAGER & INFRASTRUCTURE LEAD,IT,99590,MEDIUM,Y
C,19-04-2022,05-06-2022,TEXAS SERVICE CENTER,INDIA,25,MASTER'S,COMPUTER SYSTEMS ANALYST,EDUCATION,78957,MEDIUM,Y
C,27-12-2022,10-01-2023,POTOMAC SERVICE CENTER,nan,47,MASTER'S,SENIOR SOFTWARE DEVELOPER,ENGINEERING,90646,MEDIUM,Y
C,06-07-2022,29-08-2022,TEXAS SERVICE CENTER,INDIA,,BACHELOR'S,SOFTWARE ENGINEER,FINANCE,68827,MEDIUM,Y
C,21-06-2022,31-07-2022,POTOMAC SERVICE CENTER,INDIA,56,BACHELOR'S,COMPUTER SYSTEMS ANALYST/ARCHITECT,ENGINEERING,79414,MEDIUM,Y
C,04-03-2022,23-03-2022,nan,INDIA,,MASTER'S,SENIOR PROJECT MANAGER,IT,79498,MEDIUM,Y
CW,31-08-2022,24-10-2022,VERMONT SERVICE CENTER,INDIA,38,MASTER'S,JAVA DEVELOPER,IT,68827,MEDIUM,Y
C,23-02-2022,16-03-2022,NEBRASKA SERVICE CENTER,INDIA,31,MASTER'S,TECHNOLOGY ARCHITECT - US,IT,98176,MEDIUM,Y
C,04-01-2022,30-01-2022,NEBRASKA SERVICE CENTER,INDIA,39,nan,DATA WAREHOUSING SPECIALIST,MEDICAL,116875,HIGH,Y
C,30-08-2022,22-09-2022,CALIFORNIA SERVICE CENTER,INDIA,,nan,SALES ENGINEER,MEDICAL,71386,MEDIUM,Y
C,11-01-2022,11-03-2022,CALIFORNIA SERVICE CENTER,INDIA,51,BACHELOR'S,PROGRAMMER ANALYST,MEDICAL,62754,MEDIUM,Y
C,26-07-2022,29-08-2022,TEXAS SERVICE CENTER,PHILIPPINES,53,BACHELOR'S,DESIGN INTERN,IT,54309,LOW,Y
C,12-12-2022,21-01-2023,VERMONT SERVICE CENTER,SOUTH KOREA,52,BACHELOR'S,QA LEAD,IT,70554,MEDIUM,Y
C,12-12-2022,03-01-2023,NEBRASKA SERVICE CENTER,SOUTH KOREA,30,BACHELOR'S,SALES ENGINEER,IT,71386,MEDIUM,Y
C,07-04-2022,22-05-2022,TEXAS SERVICE CENTER,INDIA,22,MASTER'S,ENGINEERING ANALYST,EDUCATION,68827,MEDIUM,Y
C,11-01-2022,03-03-2022,NEBRASKA SERVICE CENTER,CHINA,27,BACHELOR'S,PROGRAMMER ANALYST - II,IT,67891,MEDIUM,Y
C,17-11-2022,24-12-2022,NEBRASKA SERVICE CENTER,INDIA,29,MASTER'S,SENIOR SOFTWARE ENGINEER,IT,117936,HIGH,N
C,16-01-2022,27-01-2022,nan,INDIA,38,BACHELOR'S,DESIGN INTERN,IT,51667,LOW,Y
C,05-06-2022,10-07-2022,NEBRASKA SERVICE CENTER,INDIA,23,MASTER'S,FINANCIAL ACCOUNTANT,IT,22.94,LOW,Y
C,03-05-2022,30-06-2022,nan,CHINA,30,MASTER'S,PROGRAMMER ANALYST,IT,62754,MEDIUM,N
C,15-12-2022,14-01-2023,CALIFORNIA SERVICE CENTER,CHINA,54,BACHELOR'S,DATA ANALYST,OTHER,60798,MEDIUM,Y
C,18-04-2022,31-05-2022,CALIFORNIA SERVICE CENTER,CHINA,22,MASTER'S,PROGRAMMER ANALYST,IT,62754,MEDIUM,N
C,13-02-2022,22-03-2022,NEBRASKA SERVICE CENTER,INDIA,49,MASTER'S,PROGRAMMER ANALYST,IT,62754,MEDIUM,N
C,,,CALIFORNIA SERVICE CENTER,INDIA,42,nan,SENIOR SOFTWARE DEVELOPER,ENGINEERING,90646,MEDIUM,Y
CW,27-12-2022,29-01-2023,VERMONT SERVICE CENTER,INDIA,40,nan,QA ANALYST,IT,60133,MEDIUM,Y
C,15-12-2022,04-01-2023,NEBRASKA SERVICE CENTER,INDIA,22,MASTER'S,SENIOR CONSULTANT,ENGINEERING,74131,MEDIUM,Y
C,22-08-2022,18-10-2022,nan,INDIA,49,MASTER'S,SENIOR SOFTWARE AUTOMATION TEST ENGINEER,IT,107806,HIGH,Y
C,08-06-2022,25-07-2022,nan,SOUTH KOREA,47,MASTER'S,SOFTWARE DEVELOPER,IT,68827,MEDIUM,Y
C,05-11-2022,29-11-2022,CALIFORNIA SERVICE CENTER,CHINA,31,MASTER'S,SYSTEM ADMINISTRATOR - II,IT,73195,MEDIUM,Y
C,06-11-2022,25-11-2022,CALIFORNIA SERVICE CENTER,INDIA,24,DOCTORATE,PROGRAMMER ANALYST,IT,60798,MEDIUM,Y
C,05-12-2022,20-12-2022,NEBRASKA SERVICE CENTER,INDIA,37,nan,SOFTWARE SYSTEMS ANALYST II,IT,79414,MEDIUM,Y
C,06-04-2022,16-04-2022,CALIFORNIA SERVICE CENTER,INDIA,39,nan,BI CONSULTANT - II,FINANCE,79498,MEDIUM,Y
C,27-09-2022,08-11-2022,VERMONT SERVICE CENTER,INDIA,37,MASTER'S,SENIOR CONSULTANT,IT,74131,MEDIUM,Y
C,04-08-2022,26-09-2022,nan,INDIA,43,BACHELOR'S,SOLUTION ARCHITECT,IT,101566,HIGH,Y
C,30-05-2022,19-07-2022,NEBRASKA SERVICE CENTER,CHINA,49,nan,PROGRAMMER ANALYST,IT,62754,MEDIUM,N
C,16-05-2022,30-06-2022,POTOMAC SERVICE CENTER,INDIA,,BACHELOR'S,SENIOR QUALITY ASSURANCE TESTER,IT,93475,MEDIUM,Y
CW,04-10-2022,28-10-2022,nan,INDIA,44,MASTER'S,LEAD ENGINEER II,IT,81952,MEDIUM,Y
W,23-07-2022,03-08-2022,POTOMAC SERVICE CENTER,INDIA,52,BACHELOR'S,VISTARAIT INC,IT,85197,MEDIUM,Y
C,07-10-2022,03-12-2022,NEBRASKA SERVICE CENTER,INDIA,,MASTER'S,SYSTEMS DEVELOPER -II,ENGINEERING,85197,MEDIUM,Y
C,24-07-2022,10-08-2022,CALIFORNIA SERVICE CENTER,SOUTH KOREA,50,MASTER'S,SOFTWARE ENGINEER III,IT,101566,HIGH,Y
C,,,nan,INDIA,44,MASTER'S,AVP; LEAD CONSULTANT - TECH APPLICATIONS ENGINEERING,IT,101566,HIGH,Y
C,15-09-2022,01-10-2022,nan,INDIA,30,MASTER'S,ORACLE APPLICATIONS CONSULTANT - II,IT,85197,MEDIUM,Y
CW,30-09-2022,08-11-2022,CALIFORNIA SERVICE CENTER,INDIA,35,BACHELOR'S,PROGRMMER ANALYST,IT,52499,LOW,N
C,15-03-2022,28-04-2022,CALIFORNIA SERVICE CENTER,INDIA,51,DOCTORATE,PRODUCTION SERVICES LEAD,IT,98176,MEDIUM,N
C,16-02-2022,21-03-2022,VERMONT SERVICE CENTER,CHINA,32,nan,TECHNICAL RECRUITER,ENGINEERING,53206,LOW,N
CW,29-04-2022,21-06-2022,TEXAS SERVICE CENTER,INDIA,53,MASTER'S,SR. CONSULTANT,IT,99258,MEDIUM,N
C,08-03-2022,06-05-2022,POTOMAC SERVICE CENTER,INDIA,37,BACHELOR'S,ORACLE APPLICATIONS CONSULTANT - II,ENGINEERING,85197,MEDIUM,Y
C,19-01-2022,12-02-2022,NEBRASKA SERVICE CENTER,INDIA,55,MASTER'S,PROGRAMMER ANALYST,OTHER,46301,LOW,Y
C,17-12-2022,12-01-2023,NEBRASKA SERVICE CENTER,SOUTH KOREA,44,MASTER'S,STORAGE SYSTEMS ADMINISTRATOR,IT,86819,MEDIUM,Y
W,13-01-2022,09-03-2022,VERMONT SERVICE CENTER,INDIA,29,MASTER'S,SALES ENGINEER,FINANCE,71386,MEDIUM,Y
C,20-03-2022,13-05-2022,POTOMAC SERVICE CENTER,nan,49,MASTER'S,JAVA DEVELOPER - I,IT,68827,MEDIUM,Y
C,,,nan,INDIA,39,MASTER'S,APPLICATION PROGRAMMER,IT,68827,MEDIUM,Y
C,26-12-2022,19-02-2023,POTOMAC SERVICE CENTER,INDIA,47,MASTER'S,SOFTWARE ENGINEER,IT,33.09,LOW,Y
C,01-02-2022,07-03-2022,nan,INDIA,44,MASTER'S,ETL DEVELOPER,IT,116875,HIGH,N
C,13-12-2022,11-01-2023,NEBRASKA SERVICE CENTER,INDIA,24,nan,BUSINESS ANALYST,IT,55931,LOW,Y
C,08-10-2022,27-11-2022,TEXAS SERVICE CENTER,INDIA,46,nan,PROGRAMMER ANALYST,IT,46301,LOW,Y
C,05-07-2022,24-08-2022,NEBRASKA SERVICE CENTER,INDIA,,MASTER'S,HUMAN RESOURCES SPECIALIST,IT,25.58,LOW,Y
CW,28-02-2022,03-04-2022,TEXAS SERVICE CENTER,INDIA,,MASTER'S,PROGRAMMER ANALYST,IT,45011,LOW,Y
C,01-06-2022,20-06-2022,nan,INDIA,59,BACHELOR'S,TECHNOLOGY ANALYST - US,ENGINEERING,62754,MEDIUM,Y
C,16-06-2022,10-07-2022,NEBRASKA SERVICE CENTER,nan,58,BACHELOR'S,PROGRAMMER ANALYST,MEDICAL,62754,MEDIUM,N
C,15-06-2022,05-07-2022,VERMONT SERVICE CENTER,INDIA,35,BACHELOR'S,SENIOR SOFTWARE DEVELOPER,OTHER,90646,MEDIUM,Y
C,12-07-2022,04-08-2022,POTOMAC SERVICE CENTER,INDIA,,MASTER'S,SOFTWARE ENGINEER,ENGINEERING,68827,MEDIUM,Y
C,14-06-2022,03-07-2022,TEXAS SERVICE CENTER,INDIA,,BACHELOR'S,DIRECTOR OF PRODUCT MANAGEMENT,IT,110700,HIGH,Y
C,20-06-2022,18-07-2022,VERMONT SERVICE CENTER,PHILIPPINES,38,BACHELOR'S,SOFTWARE DEVELOPER,ENGINEERING,68827,MEDIUM,Y
C,26-09-2022,16-10-2022,NEBRASKA SERVICE CENTER,INDIA,,MASTER'S,PROGRAMMER ANALYST,OTHER,46301,LOW,Y
C,26-02-2022,08-03-2022,nan,nan,57,MASTER'S,SENIOR SOLUTION ARCHITECT,MEDICAL,79498,MEDIUM,Y
C,,,CALIFORNIA SERVICE CENTER,INDIA,53,BACHELOR'S,DATA MANAGEMENT ARCHITECT,FINANCE,76586,MEDIUM,Y
C,18-09-2022,12-11-2022,VERMONT SERVICE CENTER,INDIA,43,MASTER'S,GRADUATE INTERN,FINANCE,51688,LOW,Y
C,07-08-2022,31-08-2022,POTOMAC SERVICE CENTER,MEXICO,,nan,"COMPUTER SOFTWARE ENGINEER, APPLICATIONS",IT,80023,MEDIUM,Y
C,03-12-2022,30-01-2023,NEBRASKA SERVICE CENTER,CANADA,34,BACHELOR'S,PROGRAMMER ANALYST,ENGINEERING,67891,MEDIUM,Y
C,24-11-2022,15-12-2022,NEBRASKA SERVICE CENTER,INDIA,55,MASTER'S,COMPUTER SYSTEMS ANALYST,EDUCATION,62754,MEDIUM,Y
C,22-08-2022,11-09-2022,CALIFORNIA SERVICE CENTER,INDIA,44,BACHELOR'S,JAVA DEVELOPER - II,MEDICAL,85197,MEDIUM,Y
C,06-05-2022,02-07-2022,CALIFORNIA SERVICE CENTER,INDIA,33,MASTER'S,SOFTWARE DEVELOPER,MEDICAL,107806,HIGH,Y
C,,,VERMONT SERVICE CENTER,INDIA,23,MASTER'S,SOFTWARE ARCHITECT,ENGINEERING,107806,HIGH,N
C,21-03-2022,21-04-2022,NEBRASKA SERVICE CENTER,INDIA,30,MASTER'S,FINANCIAL ANALYST,IT,54538,LOW,Y
C,09-07-2022,07-08-2022,CALIFORNIA SERVICE CENTER,INDIA,39,BACHELOR'S,APPLICATION ARCHITECT,IT,40.96,LOW,Y
C,25-06-2022,30-07-2022,NEBRASKA SERVICE CENTER,INDIA,23,MASTER'S,BI CONSULTANT - II,EDUCATION,79498,MEDIUM,Y
C,26-02-2022,16-04-2022,TEXAS SERVICE CENTER,INDIA,27,MASTER'S,SENIOR PROGRAMMER ANALYST,FINANCE,95160,MEDIUM,Y
C,27-01-2022,16-02-2022,POTOMAC SERVICE CENTER,INDIA,54,MASTER'S,"VICE PRESIDENT, TECH MANAGER - APPS PROG",IT,98176,MEDIUM,Y
C,25-02-2022,13-04-2022,NEBRASKA SERVICE CENTER,INDIA,53,BACHELOR'S,SOFTWARE DESIGNER,IT,85197,MEDIUM,Y
C,13-06-2022,08-08-2022,TEXAS SERVICE CENTER,INDIA,47,MASTER'S,PROGRAMMER ANALYST,FINANCE,78957,MEDIUM,Y
C,25-11-2022,24-01-2023,NEBRASKA SERVICE CENTER,PHILIPPINES,44,BACHELOR'S,PROGRAMMER ANALYST,EDUCATION,46301,LOW,Y
D,24-12-2022,10-01-2023,NEBRASKA SERVICE CENTER,INDIA,48,MASTER'S,ATTORNEY,IT,39.22,LOW,Y
C,09-07-2022,21-07-2022,nan,INDIA,57,BACHELOR'S,SOFTWARE ENGINEER,ENGINEERING,68827,MEDIUM,Y
C,,,NEBRASKA SERVICE CENTER,INDIA,29,MASTER'S,SOFTWARE ENGINEER,IT,68827,MEDIUM,Y
C,14-07-2022,02-08-2022,CALIFORNIA SERVICE CENTER,INDIA,33,MASTER'S,TECHNOLOGY LEAD - US - PROFESSIONAL,IT,78957,MEDIUM,Y
C,28-07-2022,22-09-2022,NEBRASKA SERVICE CENTER,INDIA,,MASTER'S,RESOURCING MANAGER,ENGINEERING,60000,MEDIUM,Y
C,04-11-2022,19-11-2022,POTOMAC SERVICE CENTER,INDIA,37,BACHELOR'S,LAWYER,ENGINEERING,39.22,LOW,Y
C,26-02-2022,26-03-2022,VERMONT SERVICE CENTER,INDIA,55,nan,SENIOR SOFTWARE QUALITY ASSURANCE ANALYST,ENGINEERING,79414,MEDIUM,Y
C,21-12-2022,06-01-2023,TEXAS SERVICE CENTER,SOUTH KOREA,30,nan,TECHNICAL SALES SUPPORT SPECIALIST,IT,71386,MEDIUM,Y
W,19-08-2022,06-09-2022,POTOMAC SERVICE CENTER,INDIA,32,MASTER'S,BUSINESS ANALYST,IT,62754,MEDIUM,Y
C,29-11-2022,25-12-2022,VERMONT SERVICE CENTER,PHILIPPINES,32,MASTER'S,PROGRAMMER ANALYST,FINANCE,79414,MEDIUM,Y
C,24-02-2022,30-03-2022,VERMONT SERVICE CENTER,CHINA,48,MASTER'S,PROGRAMMER ANALYST,MEDICAL,62754,MEDIUM,Y
C,15-04-2022,05-06-2022,NEBRASKA SERVICE CENTER,CHINA,,MASTER'S,DEVELOPER USER INTERFACE,ENGINEERING,59530,LOW,Y
C,01-09-2022,02-10-2022,NEBRASKA SERVICE CENTER,INDIA,55,BACHELOR'S,LEAD - SOFTWARE,IT,79000,MEDIUM,Y
C,13-10-2022,29-11-2022,NEBRASKA SERVICE CENTER,SOUTH KOREA,30,BACHELOR'S,SR. CONSULTANT PROFESSIONAL SERVICES,IT,76586,MEDIUM,Y
C,20-02-2022,18-04-2022,VERMONT SERVICE CENTER,INDIA,26,MASTER'S,PERFORMANCE ENGINEER,ENGINEERING,88700,MEDIUM,Y
C,,,VERMONT SERVICE CENTER,INDIA,52,MASTER'S,SOFTWARE ENGINEER II,ENGINEERING,68827,MEDIUM,Y
C,12-07-2022,08-08-2022,nan,PHILIPPINES,44,MASTER'S,SENIOR SOFTWARE DEVELOPER,ENGINEERING,90646,MEDIUM,Y
C,20-03-2022,11-04-2022,TEXAS SERVICE CENTER,INDIA,38,BACHELOR'S,QUALITY SOFTWARE ENGINEER,IT,60798,MEDIUM,Y
C,15-10-2022,29-11-2022,POTOMAC SERVICE CENTER,INDIA,44,MASTER'S,DEVELOPER USER INTERFACE,IT,59530,LOW,Y
C,12-03-2022,20-04-2022,NEBRASKA SERVICE CENTER,CANADA,43,MASTER'S,RISK ANALYST,IT,43.58,LOW,Y
C,20-02-2022,16-04-2022,POTOMAC SERVICE CENTER,INDIA,56,MASTER'S,PROGRAMMER ANALYST,ENGINEERING,62754,MEDIUM,Y
C,30-04-2022,02-06-2022,POTOMAC SERVICE CENTER,INDIA,32,BACHELOR'S,PROGRAMMER ANALYST,IT,67891,MEDIUM,Y
C,27-02-2022,23-04-2022,nan,CHINA,23,MASTER'S,STAFF ACCOUNTANT,IT,22.94,LOW,N
C,22-03-2022,03-05-2022,VERMONT SERVICE CENTER,nan,45,MASTER'S,SENIOR PROJECT MANAGER - US,MEDICAL,110365,HIGH,Y
C,18-03-2022,08-04-2022,VERMONT SERVICE CENTER,INDIA,31,MASTER'S,TECHNOLOGY ANALYST - US,IT,62754,MEDIUM,Y
C,27-01-2022,07-02-2022,CALIFORNIA SERVICE CENTER,CHINA,47,MASTER'S,SR. IT ANALYST,FINANCE,62754,MEDIUM,N
CW,08-07-2022,25-07-2022,nan,INDIA,47,BACHELOR'S,INTERNAL AUDITOR,IT,61152,MEDIUM,Y
C,24-05-2022,08-06-2022,CALIFORNIA SERVICE CENTER,nan,,BACHELOR'S,MANAGEMENT ANALYST,MEDICAL,55931,LOW,Y
C,28-01-2022,15-02-2022,CALIFORNIA SERVICE CENTER,INDIA,43,MASTER'S,USER EXPERIENCE (UX) ARCHITECT,IT,85197,MEDIUM,Y
C,08-11-2022,16-12-2022,NEBRASKA SERVICE CENTER,CHINA,28,MASTER'S,PROGRAMMER ANALYST,IT,46301,LOW,Y
C,,,CALIFORNIA SERVICE CENTER,CANADA,48,BACHELOR'S,SOFTWARE DEVELOPER,IT,85197,MEDIUM,Y
C,03-08-2022,14-09-2022,CALIFORNIA SERVICE CENTER,INDIA,52,MASTER'S,PROGRAMMER ANALYST,ENGINEERING,67891,MEDIUM,N
C,,,VERMONT SERVICE CENTER,INDIA,49,MASTER'S,SENIOR QUALITY ASSURANCE TESTER,IT,93475,MEDIUM,Y
C,04-11-2022,26-12-2022,VERMONT SERVICE CENTER,INDIA,36,MASTER'S,SENIOR SOFTWARE DEVELOPER,IT,65042,MEDIUM,Y
W,29-03-2022,17-04-2022,POTOMAC SERVICE CENTER,INDIA,32,nan,STAFF ACCOUNTANT,IT,47715,LOW,Y
C,16-02-2022,07-04-2022,TEXAS SERVICE CENTER,CANADA,41,MASTER'S,SENIOR GEOPHYSICIST,FINANCE,130790,HIGH,Y
C,19-06-2022,05-07-2022,VERMONT SERVICE CENTER,INDIA,47,nan,JAVA DEVELOPER - I,IT,68827,MEDIUM,Y
C,03-10-2022,18-10-2022,VERMONT SERVICE CENTER,INDIA,23,MASTER'S,PARTNER MANAGER,EDUCATION,73466,MEDIUM,Y
C,24-12-2022,26-01-2023,NEBRASKA SERVICE CENTER,INDIA,22,BACHELOR'S,SR DEVOPS ENGINEER,IT,85197,MEDIUM,Y
C,08-03-2022,04-04-2022,TEXAS SERVICE CENTER,INDIA,38,MASTER'S,ASSISTANT PROJECT MANAGER,IT,60798,MEDIUM,Y
C,10-06-2022,06-07-2022,nan,INDIA,47,MASTER'S,ASSISTANT MANAGER-SOFTWARE/APPLICATION PROGRAMMER,IT,80400,MEDIUM,Y
CW,10-11-2022,16-12-2022,CALIFORNIA SERVICE CENTER,INDIA,,BACHELOR'S,PRINCIPAL CONSULTANT,MEDICAL,60133,MEDIUM,Y
C,10-11-2022,30-12-2022,VERMONT SERVICE CENTER,INDIA,28,MASTER'S,JAVA DEVELOPER - II,OTHER,85197,MEDIUM,Y
C,09-03-2022,28-03-2022,POTOMAC SERVICE CENTER,INDIA,46,MASTER'S,CHIEF OPERATING OFFICER,IT,186056,HIGH,Y
C,,,CALIFORNIA SERVICE CENTER,CANADA,,MASTER'S,SOLUTION ARCHITECT,IT,98176,MEDIUM,N
C,30-03-2022,10-05-2022,VERMONT SERVICE CENTER,INDIA,28,BACHELOR'S,FINANCIAL ANALYST II,ENGINEERING,63900,MEDIUM,Y
C,15-03-2022,30-03-2022,VERMONT SERVICE CENTER,CHINA,41,MASTER'S,SOFTWARE ENGINEER,IT,68827,MEDIUM,Y
C,31-03-2022,14-04-2022,nan,INDIA,57,nan,SOFTWARE DEVELOPER,ENGINEERING,85197,MEDIUM,N
C,05-02-2022,01-03-2022,TEXAS SERVICE CENTER,INDIA,56,BACHELOR'S,COMPUTER PROGRAMMER,ENGINEERING,46301,LOW,N
C,01-01-2022,26-02-2022,TEXAS SERVICE CENTER,INDIA,57,MASTER'S,SENIOR BUSINESS ANALYST,OTHER,62754,MEDIUM,Y
C,28-01-2022,20-03-2022,CALIFORNIA SERVICE CENTER,CHINA,32,MASTER'S,SENIOR SOFTWARE AUTOMATION TEST ENGINEER,IT,107806,HIGH,Y
C,26-03-2022,10-04-2022,nan,CHINA,33,MASTER'S,JAVA DEVELOPER - II,IT,85197,MEDIUM,Y
C,25-11-2022,21-12-2022,TEXAS SERVICE CENTER,INDIA,27,MASTER'S,SOFTWARE DESIGNER,FINANCE,101566,HIGH,Y
C,05-11-2022,06-12-2022,nan,INDIA,35,MASTER'S,SOFTWARE DEVELOPER APPLICATION,IT,90646,MEDIUM,Y
C,28-02-2022,06-04-2022,NEBRASKA SERVICE CENTER,PHILIPPINES,48,BACHELOR'S,JAVA DEVELOPER - II,IT,90646,MEDIUM,Y
C,30-04-2022,08-06-2022,VERMONT SERVICE CENTER,CANADA,37,MASTER'S,E-COMMERCE SYSTEMS ANALYST/STRATEGIEST,IT,92893,MEDIUM,Y
C,17-05-2022,04-06-2022,VERMONT SERVICE CENTER,INDIA,38,MASTER'S,SOFTWARE DEVELOPER,IT,68827,MEDIUM,N
C,01-03-2022,24-04-2022,POTOMAC SERVICE CENTER,CANADA,34,BACHELOR'S,SOFTWARE DEVELOPER,IT,90646,MEDIUM,Y
C,07-05-2022,01-06-2022,NEBRASKA SERVICE CENTER,INDIA,48,MASTER'S,BUSINESS INTELLIGENCE DEVELOPER,IT,98176,MEDIUM,Y
W,12-12-2022,06-01-2023,NEBRASKA SERVICE CENTER,INDIA,58,MASTER'S,SR DEVOPS ENGINEER,OTHER,68827,MEDIUM,Y
C,11-12-2022,28-01-2023,NEBRASKA SERVICE CENTER,INDIA,36,MASTER'S,PROGRAMMER ANALYST,ENGINEERING,62754,MEDIUM,Y
C,04-11-2022,18-12-2022,CALIFORNIA SERVICE CENTER,INDIA,54,MASTER'S,ASSOCIATE SPECIALIST-TECHNOLOGY/APPLICATION ARCHITECT,IT,96700,MEDIUM,Y
C,21-09-2022,05-10-2022,TEXAS SERVICE CENTER,CHINA,55,MASTER'S,SOFTWARE SYSTEMS ANALYST II,IT,78957,MEDIUM,Y
C,29-09-2022,18-11-2022,TEXAS SERVICE CENTER,INDIA,,BACHELOR'S,PROGRAMMER ANALYST,IT,62754,MEDIUM,Y
C,17-07-2022,06-08-2022,VERMONT SERVICE CENTER,CHINA,25,MASTER'S,TECHNOLOGY ANALYST - US,IT,62754,MEDIUM,Y
C,23-12-2022,14-01-2023,TEXAS SERVICE CENTER,INDIA,28,MASTER'S,DEVELOPER USER INTERFACE,IT,59530,LOW,Y
C,28-08-2022,18-10-2022,NEBRASKA SERVICE CENTER,INDIA,,MASTER'S,PROGRAMMER ANALYST,IT,62858,MEDIUM,Y
C,08-06-2022,07-08-2022,NEBRASKA SERVICE CENTER,INDIA,42,MASTER'S,DEVELOPER USER INTERFACE,IT,59530,LOW,Y
C,24-12-2022,23-01-2023,CALIFORNIA SERVICE CENTER,INDIA,25,MASTER'S,SOFTWARE DEVELOPMENT SPECIALIST,ENGINEERING,68827,MEDIUM,Y
C,24-07-2022,31-08-2022,POTOMAC SERVICE CENTER,INDIA,43,BACHELOR'S,TEST ANALYST - US - PROFESSIONAL,ENGINEERING,60798,MEDIUM,Y
C,03-05-2022,26-06-2022,CALIFORNIA SERVICE CENTER,INDIA,44,MASTER'S,RESEARCH ENGINEER,IT,49088,LOW,Y
C,,,nan,INDIA,31,BACHELOR'S,JAVA DEVELOPER - II,IT,85197,MEDIUM,Y
C,07-08-2022,12-09-2022,nan,MEXICO,53,MASTER'S,APPLICATIONS SYSTEM ENGINEER 5,IT,117936,HIGH,Y
C,27-05-2022,28-06-2022,POTOMAC SERVICE CENTER,CHINA,36,nan,JAVA DEVELOPER - I,IT,68827,MEDIUM,Y
C,25-02-2022,23-04-2022,POTOMAC SERVICE CENTER,CHINA,,BACHELOR'S,SOFTWARE DEVELOPER,FINANCE,101566,HIGH,N
C,28-08-2022,28-09-2022,VERMONT SERVICE CENTER,INDIA,48,MASTER'S,SOFTWARE ENGINEER,IT,67891,MEDIUM,Y
C,10-07-2022,23-08-2022,POTOMAC SERVICE CENTER,INDIA,58,MASTER'S,BI CONSULTANT - I,IT,68827,MEDIUM,Y
C,09-05-2022,10-06-2022,CALIFORNIA SERVICE CENTER,INDIA,59,MASTER'S,PROGRAMMER ANALYST,IT,78957,MEDIUM,Y
C,23-04-2022,20-06-2022,CALIFORNIA SERVICE CENTER,nan,47,MASTER'S,SOFTWARE ENGINEER,IT,101566,HIGH,Y
C,,,VERMONT SERVICE CENTER,INDIA,26,nan,PROGRAMMER ANALYST,IT,62754,MEDIUM,Y
C,09-04-2022,06-06-2022,nan,INDIA,,MASTER'S,SOFTWARE ENGINEER,MEDICAL,101566,HIGH,Y
C,18-11-2022,15-01-2023,nan,nan,53,BACHELOR'S,INTERNAL SALES ASSOCIATE,IT,38813,LOW,Y
C,18-07-2022,07-09-2022,NEBRASKA SERVICE CENTER,INDIA,27,MASTER'S,PROGRAMMER ANALYST,FINANCE,62754,MEDIUM,Y
C,23-05-2022,14-06-2022,TEXAS SERVICE CENTER,INDIA,49,BACHELOR'S,DEVELOPER,OTHER,67891,MEDIUM,Y
